Anchor/Range;Anchor/Range;Anchor/Range;Anchor/Range;Estimated
P7[2.90,24.00,0.00]=3.50;P6[6.70,18.03,0.00]=5.12;P1[0.00,0.00,0.00]=20.31;P8[5.90,10.00,0.00]=11.17;[2.13,20.52,-0.78]
P7[2.90,24.00,0.00]=3.43;P6[6.70,18.03,0.00]=5.10;P8[5.90,10.00,0.00]=11.11;null;[2.14,20.53,-0.69]
P7[2.90,24.00,0.00]=3.47;P6[6.70,18.03,0.00]=5.09;P8[5.90,10.00,0.00]=10.95;null;[2.12,20.53,-0.80]
P7[2.90,24.00,0.00]=3.42;P6[6.70,18.03,0.00]=5.11;P8[5.90,10.00,0.00]=11.16;P5[13.00,24.00,0.00]=11.45;[2.02,20.49,-0.55]
P7[2.90,24.00,0.00]=3.46;P6[6.70,18.03,0.00]=5.10;P8[5.90,10.00,0.00]=11.11;P5[13.00,24.00,0.00]=11.37;[2.02,20.48,-0.38]
P7[2.90,24.00,0.00]=3.48;P6[6.70,18.03,0.00]=5.11;P8[5.90,10.00,0.00]=11.04;P5[13.00,24.00,0.00]=11.42;[2.05,20.50,-0.53]
P7[2.90,24.00,0.00]=3.43;P6[6.70,18.03,0.00]=5.10;P8[5.90,10.00,0.00]=11.09;P5[13.00,24.00,0.00]=11.38;[2.09,20.52,-0.67]
P7[2.90,24.00,0.00]=3.41;P6[6.70,18.03,0.00]=5.11;P8[5.90,10.00,0.00]=11.12;P5[13.00,24.00,0.00]=11.50;[2.11,20.54,-0.59]
P7[2.90,24.00,0.00]=3.44;P6[6.70,18.03,0.00]=5.10;P8[5.90,10.00,0.00]=11.14;P5[13.00,24.00,0.00]=11.37;[2.06,20.51,-0.31]
P7[2.90,24.00,0.00]=3.47;P6[6.70,18.03,0.00]=5.16;P8[5.90,10.00,0.00]=11.13;P5[13.00,24.00,0.00]=11.38;[2.07,20.52,-0.36]
P7[2.90,24.00,0.00]=3.47;P6[6.70,18.03,0.00]=5.08;P8[5.90,10.00,0.00]=11.05;P5[13.00,24.00,0.00]=11.41;[2.11,20.54,-0.55]
P7[2.90,24.00,0.00]=3.45;P6[6.70,18.03,0.00]=5.10;P8[5.90,10.00,0.00]=10.99;null;[2.09,20.53,-0.53]
P7[2.90,24.00,0.00]=3.46;P6[6.70,18.03,0.00]=5.08;P8[5.90,10.00,0.00]=11.08;null;[2.12,20.53,-0.52]
P7[2.90,24.00,0.00]=3.45;P6[6.70,18.03,0.00]=5.07;P8[5.90,10.00,0.00]=11.14;null;[2.17,20.55,-0.62]
P7[2.90,24.00,0.00]=3.46;P6[6.70,18.03,0.00]=5.12;P1[0.00,0.00,0.00]=20.20;P8[5.90,10.00,0.00]=11.00;[2.09,20.52,-0.56]
P7[2.90,24.00,0.00]=3.45;P6[6.70,18.03,0.00]=5.11;P1[0.00,0.00,0.00]=20.17;P8[5.90,10.00,0.00]=11.12;[2.04,20.50,-0.70]
P7[2.90,24.00,0.00]=3.45;P6[6.70,18.03,0.00]=5.13;P1[0.00,0.00,0.00]=20.37;P8[5.90,10.00,0.00]=11.13;[2.02,20.50,-0.56]
P7[2.90,24.00,0.00]=3.45;P6[6.70,18.03,0.00]=5.12;P8[5.90,10.00,0.00]=11.12;null;[2.06,20.51,-0.55]
P7[2.90,24.00,0.00]=3.47;P6[6.70,18.03,0.00]=5.08;P8[5.90,10.00,0.00]=11.14;null;[2.12,20.54,-0.65]
P7[2.90,24.00,0.00]=3.47;P6[6.70,18.03,0.00]=5.08;P1[0.00,0.00,0.00]=20.24;P8[5.90,10.00,0.00]=10.99;[2.08,20.51,-0.68]
P7[2.90,24.00,0.00]=3.48;P6[6.70,18.03,0.00]=5.08;P8[5.90,10.00,0.00]=11.01;null;[2.09,20.51,-0.74]
P7[2.90,24.00,0.00]=3.45;P6[6.70,18.03,0.00]=5.14;P1[0.00,0.00,0.00]=20.24;P8[5.90,10.00,0.00]=11.17;[2.04,20.50,-0.71]
P7[2.90,24.00,0.00]=3.47;P6[6.70,18.03,0.00]=5.12;P8[5.90,10.00,0.00]=11.20;null;[2.09,20.52,-0.57]
P7[2.90,24.00,0.00]=3.50;P6[6.70,18.03,0.00]=5.05;P1[0.00,0.00,0.00]=20.25;P8[5.90,10.00,0.00]=10.93;[2.08,20.50,-0.67]
P7[2.90,24.00,0.00]=3.45;P6[6.70,18.03,0.00]=5.07;P8[5.90,10.00,0.00]=11.08;null;[2.10,20.51,-0.58]
P7[2.90,24.00,0.00]=3.42;P6[6.70,18.03,0.00]=5.12;P8[5.90,10.00,0.00]=11.00;null;[2.09,20.52,-0.72]
P7[2.90,24.00,0.00]=3.44;P6[6.70,18.03,0.00]=5.10;P8[5.90,10.00,0.00]=11.14;P5[13.00,24.00,0.00]=11.43;[2.00,20.48,-0.41]
P7[2.90,24.00,0.00]=3.42;P6[6.70,18.03,0.00]=5.07;P8[5.90,10.00,0.00]=11.10;P5[13.00,24.00,0.00]=11.36;[2.06,20.51,-0.42]
P7[2.90,24.00,0.00]=3.42;P6[6.70,18.03,0.00]=5.13;P8[5.90,10.00,0.00]=11.07;P5[13.00,24.00,0.00]=11.39;[2.02,20.49,-0.18]
P7[2.90,24.00,0.00]=3.43;P6[6.70,18.03,0.00]=5.09;P8[5.90,10.00,0.00]=11.07;P5[13.00,24.00,0.00]=11.41;[2.07,20.52,-0.40]
P7[2.90,24.00,0.00]=3.47;P6[6.70,18.03,0.00]=5.10;P8[5.90,10.00,0.00]=11.19;P5[13.00,24.00,0.00]=11.42;[2.01,20.49,-0.21]
P7[2.90,24.00,0.00]=3.46;P6[6.70,18.03,0.00]=5.07;P8[5.90,10.00,0.00]=11.13;P5[13.00,24.00,0.00]=11.42;[1.95,20.45,-0.03]
P7[2.90,24.00,0.00]=3.46;P6[6.70,18.03,0.00]=5.07;P8[5.90,10.00,0.00]=11.04;P5[13.00,24.00,0.00]=11.40;[2.01,20.48,-0.28]
P7[2.90,24.00,0.00]=3.50;P6[6.70,18.03,0.00]=5.07;P8[5.90,10.00,0.00]=11.08;P5[13.00,24.00,0.00]=11.50;[2.07,20.50,-0.39]
P7[2.90,24.00,0.00]=3.45;P6[6.70,18.03,0.00]=5.06;P8[5.90,10.00,0.00]=11.06;P5[13.00,24.00,0.00]=11.43;[1.99,20.45,-0.22]
P7[2.90,24.00,0.00]=3.48;P6[6.70,18.03,0.00]=5.06;P8[5.90,10.00,0.00]=11.08;P5[13.00,24.00,0.00]=11.44;[1.93,20.42,-0.07]
P7[2.90,24.00,0.00]=3.44;P6[6.70,18.03,0.00]=5.05;P8[5.90,10.00,0.00]=11.10;P5[13.00,24.00,0.00]=11.37;[1.90,20.41,0.11]
P7[2.90,24.00,0.00]=3.44;P6[6.70,18.03,0.00]=5.05;P8[5.90,10.00,0.00]=11.05;P5[13.00,24.00,0.00]=11.38;[1.99,20.45,-0.18]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=5.06;P8[5.90,10.00,0.00]=11.11;P5[13.00,24.00,0.00]=11.40;[1.96,20.43,-0.08]
P7[2.90,24.00,0.00]=3.45;P6[6.70,18.03,0.00]=5.10;P8[5.90,10.00,0.00]=11.10;P5[13.00,24.00,0.00]=11.48;[2.01,20.46,-0.17]
P7[2.90,24.00,0.00]=3.47;P6[6.70,18.03,0.00]=5.05;P1[0.00,0.00,0.00]=20.25;P8[5.90,10.00,0.00]=11.11;[2.01,20.45,-0.34]
P7[2.90,24.00,0.00]=3.46;P6[6.70,18.03,0.00]=5.09;P1[0.00,0.00,0.00]=20.34;P8[5.90,10.00,0.00]=10.98;[1.99,20.50,-0.10]
P7[2.90,24.00,0.00]=3.45;P6[6.70,18.03,0.00]=5.01;P8[5.90,10.00,0.00]=11.02;null;[2.06,20.52,-0.34]
P7[2.90,24.00,0.00]=3.48;P6[6.70,18.03,0.00]=5.04;P1[0.00,0.00,0.00]=20.31;P8[5.90,10.00,0.00]=11.04;[2.07,20.51,-0.53]
P7[2.90,24.00,0.00]=3.48;P6[6.70,18.03,0.00]=5.07;P8[5.90,10.00,0.00]=11.11;null;[2.12,20.52,-0.61]
P7[2.90,24.00,0.00]=3.47;P6[6.70,18.03,0.00]=5.08;P1[0.00,0.00,0.00]=20.31;P8[5.90,10.00,0.00]=11.16;[2.10,20.51,-0.71]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=5.05;P1[0.00,0.00,0.00]=20.24;P8[5.90,10.00,0.00]=11.00;[2.07,20.49,-0.76]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=5.03;P1[0.00,0.00,0.00]=20.36;P8[5.90,10.00,0.00]=11.08;[2.08,20.48,-0.70]
P7[2.90,24.00,0.00]=3.46;P6[6.70,18.03,0.00]=5.10;P8[5.90,10.00,0.00]=11.12;null;[2.12,20.50,-0.71]
P7[2.90,24.00,0.00]=3.46;P6[6.70,18.03,0.00]=5.08;P8[5.90,10.00,0.00]=11.09;null;[2.14,20.52,-0.67]
P7[2.90,24.00,0.00]=3.47;P6[6.70,18.03,0.00]=5.04;P8[5.90,10.00,0.00]=11.01;P5[13.00,24.00,0.00]=11.39;[2.16,20.52,-0.75]
P7[2.90,24.00,0.00]=3.46;P6[6.70,18.03,0.00]=5.10;P8[5.90,10.00,0.00]=11.15;P5[13.00,24.00,0.00]=11.39;[2.09,20.50,-0.44]
P7[2.90,24.00,0.00]=3.50;P6[6.70,18.03,0.00]=5.14;P8[5.90,10.00,0.00]=11.11;P5[13.00,24.00,0.00]=11.52;[1.98,20.45,-0.23]
P7[2.90,24.00,0.00]=3.47;P6[6.70,18.03,0.00]=5.04;P8[5.90,10.00,0.00]=11.17;P5[13.00,24.00,0.00]=11.44;[2.09,20.49,-0.28]
P7[2.90,24.00,0.00]=3.43;P6[6.70,18.03,0.00]=5.08;P8[5.90,10.00,0.00]=11.11;P5[13.00,24.00,0.00]=11.48;[2.12,20.51,-0.34]
P7[2.90,24.00,0.00]=3.46;P6[6.70,18.03,0.00]=5.05;P8[5.90,10.00,0.00]=11.05;P5[13.00,24.00,0.00]=11.49;[2.14,20.51,-0.29]
P7[2.90,24.00,0.00]=3.45;P6[6.70,18.03,0.00]=5.07;P8[5.90,10.00,0.00]=11.15;P5[13.00,24.00,0.00]=11.40;[2.05,20.47,-0.07]
P7[2.90,24.00,0.00]=3.47;P6[6.70,18.03,0.00]=5.08;P8[5.90,10.00,0.00]=11.18;P5[13.00,24.00,0.00]=11.41;[2.01,20.45,-0.00]
P7[2.90,24.00,0.00]=3.45;P6[6.70,18.03,0.00]=5.09;P8[5.90,10.00,0.00]=11.11;P5[13.00,24.00,0.00]=11.48;[2.06,20.48,-0.16]
P7[2.90,24.00,0.00]=3.43;P6[6.70,18.03,0.00]=5.13;P8[5.90,10.00,0.00]=11.14;P5[13.00,24.00,0.00]=11.48;[1.95,20.45,0.04]
P7[2.90,24.00,0.00]=3.44;P6[6.70,18.03,0.00]=5.07;P8[5.90,10.00,0.00]=10.98;P5[13.00,24.00,0.00]=11.46;[1.97,20.46,-0.08]
P7[2.90,24.00,0.00]=3.45;P6[6.70,18.03,0.00]=5.10;P8[5.90,10.00,0.00]=11.01;P5[13.00,24.00,0.00]=11.42;[2.00,20.47,-0.24]
P7[2.90,24.00,0.00]=3.48;P6[6.70,18.03,0.00]=5.09;P8[5.90,10.00,0.00]=11.13;P5[13.00,24.00,0.00]=11.41;[1.97,20.45,-0.09]
P7[2.90,24.00,0.00]=3.45;P6[6.70,18.03,0.00]=5.08;P8[5.90,10.00,0.00]=11.16;P5[13.00,24.00,0.00]=11.50;[2.05,20.50,-0.31]
P7[2.90,24.00,0.00]=3.44;P6[6.70,18.03,0.00]=5.13;P8[5.90,10.00,0.00]=11.13;P5[13.00,24.00,0.00]=11.41;[2.08,20.52,-0.38]
P7[2.90,24.00,0.00]=3.45;P6[6.70,18.03,0.00]=5.09;P8[5.90,10.00,0.00]=11.07;P5[13.00,24.00,0.00]=11.48;[2.11,20.54,-0.56]
P7[2.90,24.00,0.00]=3.44;P6[6.70,18.03,0.00]=5.08;P8[5.90,10.00,0.00]=11.11;P5[13.00,24.00,0.00]=11.39;[2.06,20.50,-0.36]
P7[2.90,24.00,0.00]=3.44;P6[6.70,18.03,0.00]=5.07;P8[5.90,10.00,0.00]=11.11;P5[13.00,24.00,0.00]=11.43;[1.98,20.46,-0.20]
P7[2.90,24.00,0.00]=3.41;P6[6.70,18.03,0.00]=5.11;P8[5.90,10.00,0.00]=11.06;P5[13.00,24.00,0.00]=11.51;[2.01,20.49,-0.36]
P7[2.90,24.00,0.00]=3.45;P6[6.70,18.03,0.00]=5.14;P8[5.90,10.00,0.00]=11.16;P5[13.00,24.00,0.00]=11.41;[1.98,20.48,-0.13]
P7[2.90,24.00,0.00]=3.42;P6[6.70,18.03,0.00]=5.06;P8[5.90,10.00,0.00]=11.19;P5[13.00,24.00,0.00]=11.42;[2.09,20.53,-0.37]
P7[2.90,24.00,0.00]=3.40;P6[6.70,18.03,0.00]=5.08;P8[5.90,10.00,0.00]=11.14;P5[13.00,24.00,0.00]=11.43;[1.98,20.49,-0.14]
P7[2.90,24.00,0.00]=3.48;P6[6.70,18.03,0.00]=5.08;P8[5.90,10.00,0.00]=11.15;P5[13.00,24.00,0.00]=11.53;[2.07,20.52,-0.36]
P7[2.90,24.00,0.00]=3.42;P6[6.70,18.03,0.00]=5.08;P8[5.90,10.00,0.00]=11.09;P5[13.00,24.00,0.00]=11.50;[2.11,20.54,-0.55]
P7[2.90,24.00,0.00]=3.44;P6[6.70,18.03,0.00]=5.08;P8[5.90,10.00,0.00]=11.07;P5[13.00,24.00,0.00]=11.41;[2.14,20.56,-0.68]
P7[2.90,24.00,0.00]=3.44;P8[5.90,10.00,0.00]=11.14;P5[13.00,24.00,0.00]=11.48;null;[2.07,20.56,-0.35]
P7[2.90,24.00,0.00]=3.43;P6[6.70,18.03,0.00]=5.09;P8[5.90,10.00,0.00]=11.23;P5[13.00,24.00,0.00]=11.43;[1.99,20.51,-0.15]
P7[2.90,24.00,0.00]=3.44;P6[6.70,18.03,0.00]=5.10;P8[5.90,10.00,0.00]=11.15;P5[13.00,24.00,0.00]=11.43;[1.93,20.48,-0.00]
P7[2.90,24.00,0.00]=3.44;P6[6.70,18.03,0.00]=5.09;P8[5.90,10.00,0.00]=11.18;null;[2.04,20.52,-0.27]
P7[2.90,24.00,0.00]=3.42;P6[6.70,18.03,0.00]=5.11;P8[5.90,10.00,0.00]=10.99;null;[2.04,20.53,-0.48]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=5.06;P8[5.90,10.00,0.00]=11.16;P5[13.00,24.00,0.00]=11.44;[1.97,20.47,-0.25]
P7[2.90,24.00,0.00]=3.43;P6[6.70,18.03,0.00]=5.07;P8[5.90,10.00,0.00]=11.22;P5[13.00,24.00,0.00]=11.53;[2.07,20.52,-0.32]
P7[2.90,24.00,0.00]=3.44;P6[6.70,18.03,0.00]=5.11;P8[5.90,10.00,0.00]=11.10;P5[13.00,24.00,0.00]=11.51;[2.10,20.53,-0.34]
P7[2.90,24.00,0.00]=3.43;P6[6.70,18.03,0.00]=5.08;P8[5.90,10.00,0.00]=11.05;P5[13.00,24.00,0.00]=11.48;[2.12,20.54,-0.49]
P7[2.90,24.00,0.00]=3.42;P6[6.70,18.03,0.00]=5.07;P8[5.90,10.00,0.00]=11.18;P5[13.00,24.00,0.00]=11.47;[2.18,20.57,-0.62]
P7[2.90,24.00,0.00]=3.43;P6[6.70,18.03,0.00]=5.11;P8[5.90,10.00,0.00]=11.17;P5[13.00,24.00,0.00]=11.48;[2.03,20.51,-0.35]
P7[2.90,24.00,0.00]=3.41;P6[6.70,18.03,0.00]=5.11;P8[5.90,10.00,0.00]=11.10;P5[13.00,24.00,0.00]=11.52;[2.07,20.54,-0.53]
P7[2.90,24.00,0.00]=3.42;P6[6.70,18.03,0.00]=5.07;P8[5.90,10.00,0.00]=11.17;P5[13.00,24.00,0.00]=11.41;[2.00,20.49,-0.34]
P7[2.90,24.00,0.00]=3.45;P6[6.70,18.03,0.00]=5.08;P8[5.90,10.00,0.00]=11.10;P5[13.00,24.00,0.00]=11.41;[1.94,20.46,-0.11]
P7[2.90,24.00,0.00]=3.44;P6[6.70,18.03,0.00]=5.05;P8[5.90,10.00,0.00]=11.10;P5[13.00,24.00,0.00]=11.37;[1.91,20.44,0.08]
P7[2.90,24.00,0.00]=3.43;P6[6.70,18.03,0.00]=5.07;P8[5.90,10.00,0.00]=11.15;P5[13.00,24.00,0.00]=11.41;[1.88,20.42,0.16]
P7[2.90,24.00,0.00]=3.46;P6[6.70,18.03,0.00]=5.10;P8[5.90,10.00,0.00]=11.16;P5[13.00,24.00,0.00]=11.48;[1.98,20.47,-0.12]
P7[2.90,24.00,0.00]=3.43;P6[6.70,18.03,0.00]=5.10;P8[5.90,10.00,0.00]=11.11;P5[13.00,24.00,0.00]=11.37;[2.03,20.49,-0.19]
P7[2.90,24.00,0.00]=3.41;P6[6.70,18.03,0.00]=5.07;P8[5.90,10.00,0.00]=11.22;P5[13.00,24.00,0.00]=11.47;[2.12,20.53,-0.23]
P7[2.90,24.00,0.00]=3.43;P6[6.70,18.03,0.00]=5.09;P8[5.90,10.00,0.00]=11.22;P5[13.00,24.00,0.00]=11.44;[2.02,20.49,-0.12]
P7[2.90,24.00,0.00]=3.41;P6[6.70,18.03,0.00]=5.10;P8[5.90,10.00,0.00]=11.13;P5[13.00,24.00,0.00]=11.47;[1.92,20.45,0.02]
P7[2.90,24.00,0.00]=3.42;P6[6.70,18.03,0.00]=5.12;P8[5.90,10.00,0.00]=11.10;P5[13.00,24.00,0.00]=11.41;[1.98,20.49,-0.25]
P7[2.90,24.00,0.00]=3.42;P6[6.70,18.03,0.00]=5.06;P8[5.90,10.00,0.00]=11.03;P5[13.00,24.00,0.00]=11.43;[2.03,20.51,-0.40]
P7[2.90,24.00,0.00]=3.45;P6[6.70,18.03,0.00]=5.10;P8[5.90,10.00,0.00]=11.17;P5[13.00,24.00,0.00]=11.40;[1.99,20.48,-0.21]
P7[2.90,24.00,0.00]=3.45;P6[6.70,18.03,0.00]=5.10;P8[5.90,10.00,0.00]=11.18;P5[13.00,24.00,0.00]=11.49;[1.89,20.44,-0.05]
P7[2.90,24.00,0.00]=3.48;P6[6.70,18.03,0.00]=5.05;P8[5.90,10.00,0.00]=11.06;P5[13.00,24.00,0.00]=11.41;[1.87,20.41,0.10]
P7[2.90,24.00,0.00]=3.45;P6[6.70,18.03,0.00]=5.07;P8[5.90,10.00,0.00]=11.08;P5[13.00,24.00,0.00]=11.42;[1.84,20.39,0.19]
P7[2.90,24.00,0.00]=3.46;P6[6.70,18.03,0.00]=5.03;P8[5.90,10.00,0.00]=11.16;null;[1.98,20.44,0.09]
P7[2.90,24.00,0.00]=3.47;P6[6.70,18.03,0.00]=5.08;P8[5.90,10.00,0.00]=11.10;null;[2.04,20.47,-0.11]
P7[2.90,24.00,0.00]=3.46;P6[6.70,18.03,0.00]=5.07;P8[5.90,10.00,0.00]=11.12;P5[13.00,24.00,0.00]=11.45;[1.97,20.44,-0.06]
P7[2.90,24.00,0.00]=3.44;P6[6.70,18.03,0.00]=5.08;P8[5.90,10.00,0.00]=11.18;P5[13.00,24.00,0.00]=11.51;[2.06,20.49,-0.31]
P7[2.90,24.00,0.00]=3.41;P6[6.70,18.03,0.00]=5.09;P8[5.90,10.00,0.00]=11.11;P5[13.00,24.00,0.00]=11.52;[2.10,20.51,-0.31]
P7[2.90,24.00,0.00]=3.44;P6[6.70,18.03,0.00]=5.07;P8[5.90,10.00,0.00]=11.16;P5[13.00,24.00,0.00]=11.45;[2.16,20.54,-0.48]
P7[2.90,24.00,0.00]=3.46;P6[6.70,18.03,0.00]=5.10;P8[5.90,10.00,0.00]=11.09;P5[13.00,24.00,0.00]=11.48;[2.05,20.49,-0.32]
P7[2.90,24.00,0.00]=3.42;P6[6.70,18.03,0.00]=5.09;P8[5.90,10.00,0.00]=11.18;P5[13.00,24.00,0.00]=11.43;[1.97,20.46,-0.18]
P7[2.90,24.00,0.00]=3.43;P6[6.70,18.03,0.00]=5.10;P8[5.90,10.00,0.00]=11.05;P5[13.00,24.00,0.00]=11.46;[2.01,20.48,-0.35]
P7[2.90,24.00,0.00]=3.46;P6[6.70,18.03,0.00]=5.07;P8[5.90,10.00,0.00]=11.19;P5[13.00,24.00,0.00]=11.45;[2.10,20.51,-0.36]
P7[2.90,24.00,0.00]=3.44;P6[6.70,18.03,0.00]=5.05;P1[0.00,0.00,0.00]=20.72;P8[5.90,10.00,0.00]=11.18;[2.16,20.54,-0.29]
P7[2.90,24.00,0.00]=3.45;P6[6.70,18.03,0.00]=5.11;P1[0.00,0.00,0.00]=20.29;P8[5.90,10.00,0.00]=10.99;[2.11,20.52,-0.43]
P7[2.90,24.00,0.00]=3.44;P6[6.70,18.03,0.00]=5.08;P1[0.00,0.00,0.00]=20.36;P8[5.90,10.00,0.00]=10.93;[2.10,20.51,-0.29]
P7[2.90,24.00,0.00]=3.45;P6[6.70,18.03,0.00]=5.08;P1[0.00,0.00,0.00]=20.27;P8[5.90,10.00,0.00]=11.05;[2.07,20.49,-0.42]
P7[2.90,24.00,0.00]=3.44;P6[6.70,18.03,0.00]=5.09;P1[0.00,0.00,0.00]=20.37;P8[5.90,10.00,0.00]=11.16;[2.05,20.49,-0.34]
P7[2.90,24.00,0.00]=3.46;P6[6.70,18.03,0.00]=5.07;P1[0.00,0.00,0.00]=20.32;P8[5.90,10.00,0.00]=11.25;[2.05,20.49,-0.51]
P7[2.90,24.00,0.00]=3.45;P6[6.70,18.03,0.00]=5.14;P1[0.00,0.00,0.00]=20.26;P8[5.90,10.00,0.00]=11.04;[2.01,20.48,-0.56]
P7[2.90,24.00,0.00]=3.47;P6[6.70,18.03,0.00]=5.13;P1[0.00,0.00,0.00]=20.30;P8[5.90,10.00,0.00]=11.10;[2.00,20.48,-0.66]
P7[2.90,24.00,0.00]=3.44;P6[6.70,18.03,0.00]=5.14;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=11.18;[1.99,20.49,-0.60]
P7[2.90,24.00,0.00]=3.46;P6[6.70,18.03,0.00]=5.11;P8[5.90,10.00,0.00]=11.08;null;[2.04,20.51,-0.73]
P7[2.90,24.00,0.00]=3.43;P6[6.70,18.03,0.00]=5.11;P8[5.90,10.00,0.00]=11.02;null;[2.05,20.52,-0.71]
P7[2.90,24.00,0.00]=3.45;P6[6.70,18.03,0.00]=5.10;P1[0.00,0.00,0.00]=20.31;P8[5.90,10.00,0.00]=11.10;[2.03,20.51,-0.77]
P7[2.90,24.00,0.00]=3.45;P6[6.70,18.03,0.00]=5.07;P1[0.00,0.00,0.00]=20.36;P8[5.90,10.00,0.00]=11.17;[2.04,20.51,-0.86]
P7[2.90,24.00,0.00]=3.45;P6[6.70,18.03,0.00]=5.09;P8[5.90,10.00,0.00]=11.11;null;[2.09,20.53,-0.81]
P7[2.90,24.00,0.00]=3.46;P6[6.70,18.03,0.00]=5.09;P1[0.00,0.00,0.00]=20.24;P8[5.90,10.00,0.00]=11.20;[2.05,20.51,-0.78]
P7[2.90,24.00,0.00]=3.47;P6[6.70,18.03,0.00]=5.09;P1[0.00,0.00,0.00]=20.31;P8[5.90,10.00,0.00]=10.95;[2.02,20.53,-0.38]
P7[2.90,24.00,0.00]=3.47;P6[6.70,18.03,0.00]=5.07;P8[5.90,10.00,0.00]=11.08;null;[2.07,20.53,-0.42]
P7[2.90,24.00,0.00]=3.45;P6[6.70,18.03,0.00]=5.09;P1[0.00,0.00,0.00]=20.37;P8[5.90,10.00,0.00]=11.18;[2.05,20.52,-0.36]
P7[2.90,24.00,0.00]=3.43;P6[6.70,18.03,0.00]=5.06;P1[0.00,0.00,0.00]=20.24;P8[5.90,10.00,0.00]=11.15;[2.03,20.50,-0.42]
P7[2.90,24.00,0.00]=3.39;P6[6.70,18.03,0.00]=5.08;P1[0.00,0.00,0.00]=20.27;P8[5.90,10.00,0.00]=11.18;[2.00,20.49,-0.44]
P7[2.90,24.00,0.00]=3.43;P6[6.70,18.03,0.00]=5.12;P1[0.00,0.00,0.00]=20.38;P8[5.90,10.00,0.00]=11.16;[2.01,20.51,-0.61]
P7[2.90,24.00,0.00]=3.47;P6[6.70,18.03,0.00]=5.07;P1[0.00,0.00,0.00]=20.33;P8[5.90,10.00,0.00]=11.03;[2.02,20.50,-0.73]
P7[2.90,24.00,0.00]=3.42;P6[6.70,18.03,0.00]=5.11;P1[0.00,0.00,0.00]=20.28;P8[5.90,10.00,0.00]=11.25;[2.00,20.50,-0.73]
P7[2.90,24.00,0.00]=3.43;P6[6.70,18.03,0.00]=5.12;P1[0.00,0.00,0.00]=20.31;P8[5.90,10.00,0.00]=11.24;[1.99,20.50,-0.76]
P7[2.90,24.00,0.00]=3.46;P6[6.70,18.03,0.00]=5.11;P1[0.00,0.00,0.00]=20.35;P8[5.90,10.00,0.00]=11.04;[2.00,20.50,-0.85]
P7[2.90,24.00,0.00]=3.42;P6[6.70,18.03,0.00]=5.11;P1[0.00,0.00,0.00]=20.32;P8[5.90,10.00,0.00]=11.14;[1.99,20.50,-0.86]
P7[2.90,24.00,0.00]=3.44;P6[6.70,18.03,0.00]=5.10;P1[0.00,0.00,0.00]=20.28;P8[5.90,10.00,0.00]=11.18;[1.98,20.50,-0.85]
P7[2.90,24.00,0.00]=3.45;P6[6.70,18.03,0.00]=5.12;P1[0.00,0.00,0.00]=20.32;P8[5.90,10.00,0.00]=11.17;[1.98,20.50,-0.88]
P7[2.90,24.00,0.00]=3.44;P6[6.70,18.03,0.00]=5.11;P1[0.00,0.00,0.00]=20.32;P8[5.90,10.00,0.00]=11.09;[1.98,20.50,-0.90]
P7[2.90,24.00,0.00]=3.43;P6[6.70,18.03,0.00]=5.08;P1[0.00,0.00,0.00]=20.29;P8[5.90,10.00,0.00]=11.06;[1.98,20.49,-0.87]
P7[2.90,24.00,0.00]=3.40;P6[6.70,18.03,0.00]=5.07;P1[0.00,0.00,0.00]=20.25;P8[5.90,10.00,0.00]=11.25;[1.96,20.48,-0.74]
P7[2.90,24.00,0.00]=3.44;P6[6.70,18.03,0.00]=5.11;P1[0.00,0.00,0.00]=20.33;P8[5.90,10.00,0.00]=11.13;[1.97,20.49,-0.81]
P7[2.90,24.00,0.00]=3.42;P6[6.70,18.03,0.00]=5.10;P1[0.00,0.00,0.00]=20.33;P8[5.90,10.00,0.00]=11.23;[1.98,20.50,-0.84]
P7[2.90,24.00,0.00]=3.43;P6[6.70,18.03,0.00]=5.08;P1[0.00,0.00,0.00]=20.38;P8[5.90,10.00,0.00]=10.98;[1.99,20.49,-0.69]
P7[2.90,24.00,0.00]=3.43;P6[6.70,18.03,0.00]=5.10;P1[0.00,0.00,0.00]=20.33;P8[5.90,10.00,0.00]=11.08;[2.00,20.50,-0.76]
P7[2.90,24.00,0.00]=3.42;P6[6.70,18.03,0.00]=5.11;P1[0.00,0.00,0.00]=20.37;P8[5.90,10.00,0.00]=11.23;[2.01,20.51,-0.84]
P7[2.90,24.00,0.00]=3.47;P6[6.70,18.03,0.00]=5.09;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=11.19;[2.02,20.50,-0.79]
P7[2.90,24.00,0.00]=3.43;P6[6.70,18.03,0.00]=5.11;P1[0.00,0.00,0.00]=20.32;P8[5.90,10.00,0.00]=11.14;[2.01,20.51,-0.83]
P7[2.90,24.00,0.00]=3.45;P6[6.70,18.03,0.00]=5.12;P8[5.90,10.00,0.00]=11.16;null;[2.07,20.53,-0.83]
