Anchor/Range;Anchor/Range;Anchor/Range;Anchor/Range;Estimated
P2[8.00,2.40,0.00]=2.09;P3[13.00,0.00,0.00]=3.17;P1[0.00,0.00,0.00]=10.13;P4[11.00,11.00,0.00]=9.82;[9.47,1.38,-0.20]
P2[8.00,2.40,0.00]=2.29;P3[13.00,0.00,0.00]=3.03;P1[0.00,0.00,0.00]=10.27;null;[9.68,1.46,-0.29]
P2[8.00,2.40,0.00]=2.44;P3[13.00,0.00,0.00]=2.92;P1[0.00,0.00,0.00]=10.34;null;[9.85,1.45,-0.26]
P2[8.00,2.40,0.00]=2.58;P3[13.00,0.00,0.00]=2.79;P4[11.00,11.00,0.00]=9.55;P1[0.00,0.00,0.00]=10.46;[10.00,1.43,-0.14]
P2[8.00,2.40,0.00]=2.63;P3[13.00,0.00,0.00]=2.65;P1[0.00,0.00,0.00]=10.58;null;[10.16,1.46,-0.22]
P2[8.00,2.40,0.00]=2.71;P3[13.00,0.00,0.00]=2.56;P1[0.00,0.00,0.00]=10.86;null;[10.37,1.60,-0.23]
P2[8.00,2.40,0.00]=2.89;P3[13.00,0.00,0.00]=2.52;P1[0.00,0.00,0.00]=10.95;P9[13.00,16.50,0.00]=14.07;[10.56,1.74,-0.31]
P2[8.00,2.40,0.00]=3.03;P3[13.00,0.00,0.00]=2.30;P1[0.00,0.00,0.00]=11.13;P9[13.00,16.50,0.00]=14.05;[10.77,1.84,-0.14]
P2[8.00,2.40,0.00]=3.14;P3[13.00,0.00,0.00]=2.19;P4[11.00,11.00,0.00]=8.52;P1[0.00,0.00,0.00]=11.09;[10.92,1.89,0.08]
P3[13.00,0.00,0.00]=2.11;P2[8.00,2.40,0.00]=3.21;P4[11.00,11.00,0.00]=8.51;P1[0.00,0.00,0.00]=11.10;[11.05,1.92,0.19]
P2[8.00,2.40,0.00]=3.70;P3[13.00,0.00,0.00]=2.33;P4[11.00,11.00,0.00]=8.53;P1[0.00,0.00,0.00]=11.53;[11.19,1.99,0.25]
P2[8.00,2.40,0.00]=4.08;P3[13.00,0.00,0.00]=1.54;P4[11.00,11.00,0.00]=8.71;P1[0.00,0.00,0.00]=11.84;[11.44,1.96,0.22]
P3[13.00,0.00,0.00]=1.59;P2[8.00,2.40,0.00]=3.98;P1[0.00,0.00,0.00]=11.87;P9[13.00,16.50,0.00]=14.20;[11.64,1.93,0.01]
P3[13.00,0.00,0.00]=1.62;P4[11.00,11.00,0.00]=8.68;P1[0.00,0.00,0.00]=11.76;null;[11.75,1.92,0.09]
P2[8.00,2.40,0.00]=4.04;P3[13.00,0.00,0.00]=1.57;P4[11.00,11.00,0.00]=8.72;P1[0.00,0.00,0.00]=11.89;[11.87,1.91,0.18]
P2[8.00,2.40,0.00]=4.03;P3[13.00,0.00,0.00]=1.62;P4[11.00,11.00,0.00]=8.71;P1[0.00,0.00,0.00]=11.80;[11.94,1.90,0.26]
P3[13.00,0.00,0.00]=1.58;P2[8.00,2.40,0.00]=4.07;P1[0.00,0.00,0.00]=11.86;P9[13.00,16.50,0.00]=14.15;[12.01,1.89,0.09]
P3[13.00,0.00,0.00]=1.59;P2[8.00,2.40,0.00]=3.99;P1[0.00,0.00,0.00]=11.85;P9[13.00,16.50,0.00]=14.13;[12.06,1.89,-0.03]
P3[13.00,0.00,0.00]=1.63;P2[8.00,2.40,0.00]=4.03;P1[0.00,0.00,0.00]=11.87;P9[13.00,16.50,0.00]=14.20;[12.10,1.88,-0.21]
P3[13.00,0.00,0.00]=1.57;P2[8.00,2.40,0.00]=4.01;P1[0.00,0.00,0.00]=11.95;P9[13.00,16.50,0.00]=14.18;[12.15,1.87,-0.32]
P3[13.00,0.00,0.00]=1.63;P2[8.00,2.40,0.00]=3.95;P1[0.00,0.00,0.00]=11.93;P9[13.00,16.50,0.00]=14.21;[12.18,1.86,-0.44]
P2[8.00,2.40,0.00]=4.04;P3[13.00,0.00,0.00]=1.64;P4[11.00,11.00,0.00]=8.70;P1[0.00,0.00,0.00]=11.91;[12.19,1.87,-0.17]
P2[8.00,2.40,0.00]=4.06;P3[13.00,0.00,0.00]=1.56;P4[11.00,11.00,0.00]=8.71;P1[0.00,0.00,0.00]=11.85;[12.19,1.87,-0.04]
P3[13.00,0.00,0.00]=1.53;P2[8.00,2.40,0.00]=4.02;P1[0.00,0.00,0.00]=11.89;P9[13.00,16.50,0.00]=14.21;[12.21,1.86,-0.16]
P2[8.00,2.40,0.00]=4.00;P3[13.00,0.00,0.00]=1.53;P4[11.00,11.00,0.00]=8.73;P1[0.00,0.00,0.00]=11.90;[12.22,1.86,-0.04]
P3[13.00,0.00,0.00]=1.49;P2[8.00,2.40,0.00]=4.01;P1[0.00,0.00,0.00]=11.86;P9[13.00,16.50,0.00]=14.30;[12.22,1.83,-0.19]
P2[8.00,2.40,0.00]=3.99;P3[13.00,0.00,0.00]=1.51;P4[11.00,11.00,0.00]=8.73;P1[0.00,0.00,0.00]=11.94;[12.24,1.84,-0.07]
P3[13.00,0.00,0.00]=1.56;P2[8.00,2.40,0.00]=3.95;P1[0.00,0.00,0.00]=11.85;P9[13.00,16.50,0.00]=14.25;[12.23,1.82,-0.21]
P2[8.00,2.40,0.00]=3.98;P3[13.00,0.00,0.00]=1.58;P4[11.00,11.00,0.00]=8.70;P1[0.00,0.00,0.00]=11.89;[12.23,1.84,-0.06]
P3[13.00,0.00,0.00]=1.55;P2[8.00,2.40,0.00]=3.95;P1[0.00,0.00,0.00]=11.85;P9[13.00,16.50,0.00]=14.21;[12.22,1.84,-0.17]
P3[13.00,0.00,0.00]=1.54;P2[8.00,2.40,0.00]=3.96;P1[0.00,0.00,0.00]=11.89;P9[13.00,16.50,0.00]=14.19;[12.23,1.84,-0.24]
P3[13.00,0.00,0.00]=1.55;P2[8.00,2.40,0.00]=3.95;P1[0.00,0.00,0.00]=11.83;P9[13.00,16.50,0.00]=14.27;[12.22,1.82,-0.34]
P2[8.00,2.40,0.00]=3.99;P3[13.00,0.00,0.00]=1.63;P4[11.00,11.00,0.00]=8.72;P1[0.00,0.00,0.00]=11.77;[12.19,1.83,-0.12]
P2[8.00,2.40,0.00]=3.96;P3[13.00,0.00,0.00]=1.67;P4[11.00,11.00,0.00]=8.69;P1[0.00,0.00,0.00]=11.70;[12.16,1.84,0.04]
P3[13.00,0.00,0.00]=1.59;P2[8.00,2.40,0.00]=3.93;P1[0.00,0.00,0.00]=11.72;P9[13.00,16.50,0.00]=14.27;[12.13,1.83,-0.13]
P3[13.00,0.00,0.00]=1.63;P2[8.00,2.40,0.00]=3.92;P1[0.00,0.00,0.00]=11.78;P9[13.00,16.50,0.00]=14.23;[12.13,1.82,-0.26]
P2[8.00,2.40,0.00]=3.96;P3[13.00,0.00,0.00]=1.57;P4[11.00,11.00,0.00]=8.82;P1[0.00,0.00,0.00]=11.85;[12.15,1.81,-0.03]
P2[8.00,2.40,0.00]=3.97;P3[13.00,0.00,0.00]=1.62;P4[11.00,11.00,0.00]=8.69;P1[0.00,0.00,0.00]=11.76;[12.14,1.83,0.08]
P2[8.00,2.40,0.00]=4.00;P3[13.00,0.00,0.00]=1.66;P4[11.00,11.00,0.00]=8.67;P1[0.00,0.00,0.00]=11.75;[12.13,1.85,0.17]
P2[8.00,2.40,0.00]=3.95;P3[13.00,0.00,0.00]=1.68;P4[11.00,11.00,0.00]=8.73;P1[0.00,0.00,0.00]=11.82;[12.13,1.86,0.31]
P3[13.00,0.00,0.00]=1.63;P2[8.00,2.40,0.00]=3.90;P1[0.00,0.00,0.00]=11.78;P9[13.00,16.50,0.00]=14.26;[12.13,1.84,0.04]
P3[13.00,0.00,0.00]=1.62;P2[8.00,2.40,0.00]=3.95;P1[0.00,0.00,0.00]=11.73;P9[13.00,16.50,0.00]=14.26;[12.12,1.83,-0.14]
P3[13.00,0.00,0.00]=1.67;P2[8.00,2.40,0.00]=3.99;P1[0.00,0.00,0.00]=11.75;P9[13.00,16.50,0.00]=14.22;[12.11,1.83,-0.29]
P3[13.00,0.00,0.00]=1.71;P2[8.00,2.40,0.00]=3.96;P1[0.00,0.00,0.00]=11.69;P9[13.00,16.50,0.00]=14.19;[12.09,1.84,-0.39]
P2[8.00,2.40,0.00]=3.97;P3[13.00,0.00,0.00]=1.62;P4[11.00,11.00,0.00]=8.70;P1[0.00,0.00,0.00]=11.69;[12.08,1.84,-0.22]
P3[13.00,0.00,0.00]=1.62;P2[8.00,2.40,0.00]=3.96;P1[0.00,0.00,0.00]=11.69;P9[13.00,16.50,0.00]=14.22;[12.07,1.84,-0.30]
P2[8.00,2.40,0.00]=3.97;P3[13.00,0.00,0.00]=1.60;P4[11.00,11.00,0.00]=8.82;P1[0.00,0.00,0.00]=11.63;[12.05,1.81,-0.08]
P2[8.00,2.40,0.00]=3.98;P3[13.00,0.00,0.00]=1.60;P4[11.00,11.00,0.00]=8.75;P1[0.00,0.00,0.00]=11.70;[12.05,1.82,0.05]
P2[8.00,2.40,0.00]=4.02;P3[13.00,0.00,0.00]=1.54;P4[11.00,11.00,0.00]=8.78;P1[0.00,0.00,0.00]=11.77;[12.07,1.81,0.13]
P2[8.00,2.40,0.00]=4.04;P3[13.00,0.00,0.00]=1.51;P4[11.00,11.00,0.00]=8.83;P1[0.00,0.00,0.00]=11.80;[12.09,1.80,0.23]
P3[13.00,0.00,0.00]=1.48;P2[8.00,2.40,0.00]=3.96;P1[0.00,0.00,0.00]=11.88;P9[13.00,16.50,0.00]=14.32;[12.13,1.78,0.01]
P2[8.00,2.40,0.00]=4.04;P3[13.00,0.00,0.00]=1.41;P4[11.00,11.00,0.00]=8.81;P1[0.00,0.00,0.00]=12.01;[12.19,1.78,0.07]
P3[13.00,0.00,0.00]=1.44;P2[8.00,2.40,0.00]=4.01;P1[0.00,0.00,0.00]=11.90;P9[13.00,16.50,0.00]=14.26;[12.21,1.78,-0.04]
P3[13.00,0.00,0.00]=1.51;P2[8.00,2.40,0.00]=4.01;P1[0.00,0.00,0.00]=11.92;P9[13.00,16.50,0.00]=14.22;[12.23,1.78,-0.16]
P3[13.00,0.00,0.00]=1.51;P2[8.00,2.40,0.00]=4.00;P1[0.00,0.00,0.00]=11.96;P9[13.00,16.50,0.00]=14.28;[12.25,1.78,-0.30]
P2[8.00,2.40,0.00]=4.01;P3[13.00,0.00,0.00]=1.42;P4[11.00,11.00,0.00]=8.84;P1[0.00,0.00,0.00]=11.90;[12.26,1.77,-0.15]
P3[13.00,0.00,0.00]=1.48;P2[8.00,2.40,0.00]=4.03;P1[0.00,0.00,0.00]=11.89;P9[13.00,16.50,0.00]=14.27;[12.26,1.77,-0.24]
P2[8.00,2.40,0.00]=4.00;P3[13.00,0.00,0.00]=1.55;P4[11.00,11.00,0.00]=8.90;P1[0.00,0.00,0.00]=11.99;[12.26,1.77,-0.13]
P3[13.00,0.00,0.00]=1.50;P2[8.00,2.40,0.00]=4.01;P1[0.00,0.00,0.00]=11.98;P9[13.00,16.50,0.00]=14.23;[12.28,1.78,-0.25]
P3[13.00,0.00,0.00]=1.53;P2[8.00,2.40,0.00]=4.01;P1[0.00,0.00,0.00]=11.83;P9[13.00,16.50,0.00]=14.27;[12.25,1.78,-0.33]
P2[8.00,2.40,0.00]=4.00;P3[13.00,0.00,0.00]=1.50;P4[11.00,11.00,0.00]=8.85;P1[0.00,0.00,0.00]=11.89;[12.25,1.77,-0.10]
P3[13.00,0.00,0.00]=1.51;P2[8.00,2.40,0.00]=4.01;P1[0.00,0.00,0.00]=11.90;P9[13.00,16.50,0.00]=14.33;[12.25,1.76,-0.27]
P2[8.00,2.40,0.00]=4.00;P3[13.00,0.00,0.00]=1.54;P4[11.00,11.00,0.00]=8.85;P1[0.00,0.00,0.00]=11.78;[12.23,1.75,-0.04]
P3[13.00,0.00,0.00]=1.56;P2[8.00,2.40,0.00]=4.01;P1[0.00,0.00,0.00]=11.85;P9[13.00,16.50,0.00]=14.33;[12.22,1.74,-0.24]
P3[13.00,0.00,0.00]=1.55;P2[8.00,2.40,0.00]=4.01;P1[0.00,0.00,0.00]=11.87;P9[13.00,16.50,0.00]=14.29;[12.22,1.74,-0.37]
P2[8.00,2.40,0.00]=4.02;P3[13.00,0.00,0.00]=1.49;P4[11.00,11.00,0.00]=8.82;P1[0.00,0.00,0.00]=11.81;[12.21,1.75,-0.17]
P3[13.00,0.00,0.00]=1.51;P2[8.00,2.40,0.00]=4.02;P1[0.00,0.00,0.00]=11.91;P9[13.00,16.50,0.00]=14.31;[12.22,1.74,-0.31]
P2[8.00,2.40,0.00]=4.02;P3[13.00,0.00,0.00]=1.60;P4[11.00,11.00,0.00]=8.86;P1[0.00,0.00,0.00]=11.75;[12.19,1.74,-0.04]
P3[13.00,0.00,0.00]=1.57;P2[8.00,2.40,0.00]=3.96;P1[0.00,0.00,0.00]=12.00;P9[13.00,16.50,0.00]=14.19;[12.23,1.76,-0.20]
P3[13.00,0.00,0.00]=1.54;P2[8.00,2.40,0.00]=3.97;P1[0.00,0.00,0.00]=11.81;P9[13.00,16.50,0.00]=14.22;[12.22,1.78,-0.26]
P2[8.00,2.40,0.00]=3.98;P3[13.00,0.00,0.00]=1.67;P4[11.00,11.00,0.00]=8.87;P1[0.00,0.00,0.00]=11.76;[12.17,1.78,-0.11]
P3[13.00,0.00,0.00]=1.63;P2[8.00,2.40,0.00]=3.97;P1[0.00,0.00,0.00]=11.74;P9[13.00,16.50,0.00]=14.28;[12.15,1.78,-0.27]
P3[13.00,0.00,0.00]=1.71;P2[8.00,2.40,0.00]=3.90;P1[0.00,0.00,0.00]=11.70;P9[13.00,16.50,0.00]=14.15;[12.12,1.81,-0.35]
P3[13.00,0.00,0.00]=1.76;P2[8.00,2.40,0.00]=3.96;P1[0.00,0.00,0.00]=11.63;P9[13.00,16.50,0.00]=14.20;[12.08,1.82,-0.45]
P3[13.00,0.00,0.00]=1.80;P2[8.00,2.40,0.00]=3.94;P1[0.00,0.00,0.00]=11.76;P9[13.00,16.50,0.00]=14.10;[12.08,1.85,-0.54]
P2[8.00,2.40,0.00]=3.76;P3[13.00,0.00,0.00]=2.03;P4[11.00,11.00,0.00]=8.68;P1[0.00,0.00,0.00]=11.85;[12.06,1.91,-0.33]
P2[8.00,2.40,0.00]=3.80;P3[13.00,0.00,0.00]=2.23;P4[11.00,11.00,0.00]=8.30;P1[0.00,0.00,0.00]=11.57;[12.00,2.00,-0.02]
P3[13.00,0.00,0.00]=2.37;P2[8.00,2.40,0.00]=3.72;P1[0.00,0.00,0.00]=11.62;P9[13.00,16.50,0.00]=13.53;[11.96,2.13,-0.18]
P3[13.00,0.00,0.00]=2.38;P2[8.00,2.40,0.00]=3.73;P1[0.00,0.00,0.00]=11.70;P9[13.00,16.50,0.00]=13.67;[11.93,2.22,-0.26]
P3[13.00,0.00,0.00]=2.44;P2[8.00,2.40,0.00]=3.67;P1[0.00,0.00,0.00]=11.71;P9[13.00,16.50,0.00]=13.46;[11.92,2.32,-0.39]
P2[8.00,2.40,0.00]=3.73;P3[13.00,0.00,0.00]=2.60;P4[11.00,11.00,0.00]=7.77;P1[0.00,0.00,0.00]=11.78;[11.92,2.44,-0.11]
P3[13.00,0.00,0.00]=2.72;P2[8.00,2.40,0.00]=3.69;P4[11.00,11.00,0.00]=7.65;P9[13.00,16.50,0.00]=13.29;[11.96,2.57,-0.28]
P4[11.00,11.00,0.00]=7.29;P2[8.00,2.40,0.00]=3.43;P3[13.00,0.00,0.00]=3.06;P9[13.00,16.50,0.00]=12.78;[11.91,2.75,-0.06]
P4[11.00,11.00,0.00]=7.80;P2[8.00,2.40,0.00]=3.18;P3[13.00,0.00,0.00]=3.46;P9[13.00,16.50,0.00]=12.46;[11.80,2.97,0.01]
P4[11.00,11.00,0.00]=7.99;P2[8.00,2.40,0.00]=2.98;P3[13.00,0.00,0.00]=3.70;P9[13.00,16.50,0.00]=12.57;[11.63,3.13,0.26]
P4[11.00,11.00,0.00]=5.72;P9[13.00,16.50,0.00]=11.24;P2[8.00,2.40,0.00]=8.73;P3[13.00,0.00,0.00]=4.53;[11.65,3.56,0.08]
P3[13.00,0.00,0.00]=4.54;P4[11.00,11.00,0.00]=5.74;P9[13.00,16.50,0.00]=11.15;null;[11.77,3.89,-0.13]
P3[13.00,0.00,0.00]=5.14;P4[11.00,11.00,0.00]=5.61;P9[13.00,16.50,0.00]=11.10;null;[11.76,4.22,-0.33]
P4[11.00,11.00,0.00]=5.39;P9[13.00,16.50,0.00]=10.64;P3[13.00,0.00,0.00]=5.03;P5[13.00,24.00,0.00]=18.89;[11.96,4.52,-0.50]
P3[13.00,0.00,0.00]=5.16;P4[11.00,11.00,0.00]=5.39;P9[13.00,16.50,0.00]=10.55;null;[12.21,4.78,-0.44]
P4[11.00,11.00,0.00]=4.59;P9[13.00,16.50,0.00]=9.98;P3[13.00,0.00,0.00]=5.63;P5[13.00,24.00,0.00]=18.22;[12.20,5.10,-0.42]
P3[13.00,0.00,0.00]=5.81;P4[11.00,11.00,0.00]=4.38;P9[13.00,16.50,0.00]=9.80;null;[12.17,5.39,-0.34]
P3[13.00,0.00,0.00]=5.95;P4[11.00,11.00,0.00]=4.63;P9[13.00,16.50,0.00]=9.80;null;[12.32,5.62,-0.39]
P4[11.00,11.00,0.00]=3.45;P9[13.00,16.50,0.00]=8.76;P3[13.00,0.00,0.00]=6.85;P5[13.00,24.00,0.00]=16.86;[12.30,6.04,-0.43]
P4[11.00,11.00,0.00]=0.81;P8[5.90,10.00,0.00]=6.09;P3[13.00,0.00,0.00]=10.31;P9[13.00,16.50,0.00]=5.72;[12.23,7.17,-0.30]
P4[11.00,11.00,0.00]=0.82;P8[5.90,10.00,0.00]=6.09;P3[13.00,0.00,0.00]=9.87;P9[13.00,16.50,0.00]=6.09;[12.09,7.92,-0.08]
P4[11.00,11.00,0.00]=0.83;P3[13.00,0.00,0.00]=9.99;P9[13.00,16.50,0.00]=6.20;P8[5.90,10.00,0.00]=6.23;[11.96,8.48,0.07]
P4[11.00,11.00,0.00]=0.90;P9[13.00,16.50,0.00]=6.16;P3[13.00,0.00,0.00]=10.14;P8[5.90,10.00,0.00]=6.35;[11.91,8.93,-0.02]
P4[11.00,11.00,0.00]=1.01;P9[13.00,16.50,0.00]=5.49;P3[13.00,0.00,0.00]=10.31;P5[13.00,24.00,0.00]=13.78;[12.00,9.37,-0.15]
P4[11.00,11.00,0.00]=0.81;P9[13.00,16.50,0.00]=5.41;P3[13.00,0.00,0.00]=10.42;P5[13.00,24.00,0.00]=13.76;[12.03,9.72,-0.23]
P4[11.00,11.00,0.00]=0.78;P9[13.00,16.50,0.00]=5.43;P3[13.00,0.00,0.00]=10.43;P5[13.00,24.00,0.00]=13.77;[12.03,9.98,-0.30]
P4[11.00,11.00,0.00]=0.81;P9[13.00,16.50,0.00]=5.51;P3[13.00,0.00,0.00]=10.12;P5[13.00,24.00,0.00]=13.85;[12.05,10.13,-0.35]
P4[11.00,11.00,0.00]=0.85;P9[13.00,16.50,0.00]=5.69;P3[13.00,0.00,0.00]=9.92;P5[13.00,24.00,0.00]=14.36;[12.08,10.19,-0.35]
P4[11.00,11.00,0.00]=0.88;P9[13.00,16.50,0.00]=5.61;P3[13.00,0.00,0.00]=9.98;P5[13.00,24.00,0.00]=13.88;[12.12,10.26,-0.33]
P4[11.00,11.00,0.00]=0.90;P9[13.00,16.50,0.00]=5.62;P3[13.00,0.00,0.00]=9.99;P5[13.00,24.00,0.00]=13.80;[12.14,10.30,-0.37]
P4[11.00,11.00,0.00]=0.91;P3[13.00,0.00,0.00]=9.98;P5[13.00,24.00,0.00]=13.91;null;[11.91,10.23,-0.17]
P4[11.00,11.00,0.00]=0.88;P3[13.00,0.00,0.00]=9.90;P5[13.00,24.00,0.00]=13.89;null;[11.67,10.16,0.02]
P4[11.00,11.00,0.00]=0.85;P9[13.00,16.50,0.00]=5.64;P3[13.00,0.00,0.00]=9.96;P5[13.00,24.00,0.00]=13.93;[11.79,10.23,-0.08]
P4[11.00,11.00,0.00]=0.92;P3[13.00,0.00,0.00]=9.78;P5[13.00,24.00,0.00]=14.06;null;[11.53,10.13,-0.02]
P4[11.00,11.00,0.00]=0.79;P9[13.00,16.50,0.00]=5.72;P3[13.00,0.00,0.00]=9.89;P5[13.00,24.00,0.00]=13.74;[11.67,10.18,-0.07]
P4[11.00,11.00,0.00]=1.21;P9[13.00,16.50,0.00]=4.59;P3[13.00,0.00,0.00]=10.98;P5[13.00,24.00,0.00]=12.63;[11.89,10.50,-0.19]
P4[11.00,11.00,0.00]=2.98;P9[13.00,16.50,0.00]=2.76;P3[13.00,0.00,0.00]=12.90;P5[13.00,24.00,0.00]=10.88;[12.27,11.22,-0.34]
P4[11.00,11.00,0.00]=3.30;P9[13.00,16.50,0.00]=2.36;P3[13.00,0.00,0.00]=13.30;P5[13.00,24.00,0.00]=10.37;[12.58,11.86,-0.43]
P4[11.00,11.00,0.00]=3.51;P9[13.00,16.50,0.00]=2.09;P3[13.00,0.00,0.00]=13.53;P5[13.00,24.00,0.00]=10.42;[12.84,12.40,-0.41]
P4[11.00,11.00,0.00]=3.51;P9[13.00,16.50,0.00]=2.10;P3[13.00,0.00,0.00]=13.52;P5[13.00,24.00,0.00]=10.35;[13.04,12.80,-0.40]
P4[11.00,11.00,0.00]=3.51;P9[13.00,16.50,0.00]=2.09;P5[13.00,24.00,0.00]=10.35;P3[13.00,0.00,0.00]=13.52;[13.19,13.10,-0.35]
P4[11.00,11.00,0.00]=3.56;P3[13.00,0.00,0.00]=13.47;P5[13.00,24.00,0.00]=10.34;null;[13.21,13.22,0.12]
P4[11.00,11.00,0.00]=3.55;P9[13.00,16.50,0.00]=2.08;P3[13.00,0.00,0.00]=13.53;P5[13.00,24.00,0.00]=10.28;[13.33,13.42,0.05]
P4[11.00,11.00,0.00]=3.47;P9[13.00,16.50,0.00]=2.17;P3[13.00,0.00,0.00]=13.52;P5[13.00,24.00,0.00]=10.23;[13.37,13.56,-0.15]
P4[11.00,11.00,0.00]=3.51;P9[13.00,16.50,0.00]=2.16;P3[13.00,0.00,0.00]=13.46;P5[13.00,24.00,0.00]=10.30;[13.46,13.66,-0.16]
P4[11.00,11.00,0.00]=3.41;P9[13.00,16.50,0.00]=2.15;P3[13.00,0.00,0.00]=13.47;P5[13.00,24.00,0.00]=10.27;[13.47,13.73,-0.26]
P4[11.00,11.00,0.00]=3.46;P9[13.00,16.50,0.00]=2.22;P3[13.00,0.00,0.00]=13.47;P5[13.00,24.00,0.00]=10.19;[13.50,13.78,-0.37]
P4[11.00,11.00,0.00]=3.48;P9[13.00,16.50,0.00]=2.19;P3[13.00,0.00,0.00]=13.47;P5[13.00,24.00,0.00]=10.26;[13.52,13.82,-0.42]
P4[11.00,11.00,0.00]=3.44;P9[13.00,16.50,0.00]=2.12;P3[13.00,0.00,0.00]=13.51;P5[13.00,24.00,0.00]=10.24;[13.52,13.86,-0.45]
P4[11.00,11.00,0.00]=3.47;P9[13.00,16.50,0.00]=2.15;P3[13.00,0.00,0.00]=13.49;P5[13.00,24.00,0.00]=10.19;[13.53,13.89,-0.47]
P4[11.00,11.00,0.00]=3.44;P3[13.00,0.00,0.00]=13.40;P5[13.00,24.00,0.00]=10.24;null;[13.53,13.81,-0.24]
P9[13.00,16.50,0.00]=2.16;P4[11.00,11.00,0.00]=3.41;P5[13.00,24.00,0.00]=10.33;P3[13.00,0.00,0.00]=13.46;[13.53,13.85,-0.06]
P4[11.00,11.00,0.00]=3.48;P9[13.00,16.50,0.00]=2.11;P3[13.00,0.00,0.00]=13.49;P5[13.00,24.00,0.00]=10.25;[13.56,13.88,-0.07]
P9[13.00,16.50,0.00]=2.19;P4[11.00,11.00,0.00]=3.48;P5[13.00,24.00,0.00]=10.33;P3[13.00,0.00,0.00]=13.45;[13.58,13.89,0.06]
P4[11.00,11.00,0.00]=3.44;P9[13.00,16.50,0.00]=2.11;P3[13.00,0.00,0.00]=13.47;P5[13.00,24.00,0.00]=10.36;[13.58,13.91,0.01]
P9[13.00,16.50,0.00]=2.12;P4[11.00,11.00,0.00]=3.40;P5[13.00,24.00,0.00]=10.32;P3[13.00,0.00,0.00]=13.48;[13.56,13.92,0.12]
P4[11.00,11.00,0.00]=3.45;P9[13.00,16.50,0.00]=2.23;P3[13.00,0.00,0.00]=13.41;P5[13.00,24.00,0.00]=10.34;[13.59,13.91,-0.02]
P4[11.00,11.00,0.00]=3.49;P9[13.00,16.50,0.00]=2.15;P3[13.00,0.00,0.00]=13.46;P5[13.00,24.00,0.00]=10.25;[13.61,13.92,-0.07]
P4[11.00,11.00,0.00]=3.52;P9[13.00,16.50,0.00]=2.13;P3[13.00,0.00,0.00]=13.52;P5[13.00,24.00,0.00]=10.25;[13.61,13.94,-0.19]
P4[11.00,11.00,0.00]=3.51;P9[13.00,16.50,0.00]=2.12;P3[13.00,0.00,0.00]=13.51;P5[13.00,24.00,0.00]=10.18;[13.62,13.95,-0.23]
P4[11.00,11.00,0.00]=3.59;P9[13.00,16.50,0.00]=2.16;P3[13.00,0.00,0.00]=13.52;P5[13.00,24.00,0.00]=10.19;[13.65,13.96,-0.29]
P4[11.00,11.00,0.00]=3.59;P9[13.00,16.50,0.00]=2.04;P3[13.00,0.00,0.00]=13.64;P5[13.00,24.00,0.00]=10.22;[13.63,14.00,-0.38]
P4[11.00,11.00,0.00]=3.91;P9[13.00,16.50,0.00]=1.67;P3[13.00,0.00,0.00]=14.00;P5[13.00,24.00,0.00]=9.74;[13.65,14.12,-0.38]
P9[13.00,16.50,0.00]=1.19;P4[11.00,11.00,0.00]=5.77;P5[13.00,24.00,0.00]=8.15;null;[13.74,14.57,-0.33]
P9[13.00,16.50,0.00]=1.29;P4[11.00,11.00,0.00]=5.80;P5[13.00,24.00,0.00]=7.89;P3[13.00,0.00,0.00]=15.80;[13.91,14.93,-0.11]
P4[11.00,11.00,0.00]=6.42;P9[13.00,16.50,0.00]=1.52;P5[13.00,24.00,0.00]=7.52;null;[13.89,15.36,0.23]
P9[13.00,16.50,0.00]=1.77;P4[11.00,11.00,0.00]=6.56;P5[13.00,24.00,0.00]=7.62;null;[13.96,15.67,-0.16]
P9[13.00,16.50,0.00]=1.65;P6[6.70,18.03,0.00]=10.57;P5[13.00,24.00,0.00]=7.34;P4[11.00,11.00,0.00]=6.48;[13.80,15.96,0.28]
P9[13.00,16.50,0.00]=2.37;P4[11.00,11.00,0.00]=6.68;P6[6.70,18.03,0.00]=8.73;P5[13.00,24.00,0.00]=7.26;[13.48,16.25,-0.35]
P9[13.00,16.50,0.00]=2.01;P6[6.70,18.03,0.00]=9.47;P5[13.00,24.00,0.00]=6.70;P4[11.00,11.00,0.00]=6.89;[13.23,16.57,0.15]
P9[13.00,16.50,0.00]=2.07;P6[6.70,18.03,0.00]=8.73;P4[11.00,11.00,0.00]=7.03;P5[13.00,24.00,0.00]=6.68;[13.12,16.81,-0.33]
P9[13.00,16.50,0.00]=1.99;P6[6.70,18.03,0.00]=7.40;P4[11.00,11.00,0.00]=7.20;P5[13.00,24.00,0.00]=6.60;[13.33,17.01,-0.58]
P9[13.00,16.50,0.00]=2.16;P6[6.70,18.03,0.00]=7.34;P4[11.00,11.00,0.00]=7.38;P5[13.00,24.00,0.00]=6.39;[13.47,17.22,-0.80]
P9[13.00,16.50,0.00]=2.34;P5[13.00,24.00,0.00]=6.37;P4[11.00,11.00,0.00]=7.44;P6[6.70,18.03,0.00]=6.38;[13.31,17.39,-0.13]
P9[13.00,16.50,0.00]=2.54;P5[13.00,24.00,0.00]=6.24;P6[6.70,18.03,0.00]=7.33;P4[11.00,11.00,0.00]=7.50;[13.43,17.57,0.35]
