Anchor/Range;Anchor/Range;Anchor/Range;Anchor/Range;Estimated
P8[5.90,10.00,0.00]=4.46;P6[6.70,18.03,0.00]=8.69;P1[0.00,0.00,0.00]=11.52;P7[2.90,24.00,0.00]=12.18;[1.51,12.18,0.37]
P8[5.90,10.00,0.00]=4.41;P1[0.00,0.00,0.00]=11.49;P7[2.90,24.00,0.00]=12.33;null;[1.53,12.03,0.11]
P8[5.90,10.00,0.00]=4.30;P1[0.00,0.00,0.00]=11.47;P7[2.90,24.00,0.00]=12.46;null;[1.61,11.88,-0.24]
P8[5.90,10.00,0.00]=4.34;P1[0.00,0.00,0.00]=11.46;P7[2.90,24.00,0.00]=12.60;P9[13.00,16.50,0.00]=12.45;[1.65,11.76,-0.41]
P8[5.90,10.00,0.00]=4.27;P1[0.00,0.00,0.00]=11.28;P7[2.90,24.00,0.00]=12.68;null;[1.70,11.63,-0.66]
P8[5.90,10.00,0.00]=4.27;P1[0.00,0.00,0.00]=10.98;P7[2.90,24.00,0.00]=12.74;null;[1.69,11.49,-0.81]
P8[5.90,10.00,0.00]=4.28;P1[0.00,0.00,0.00]=10.92;P7[2.90,24.00,0.00]=12.87;null;[1.65,11.37,-0.72]
P8[5.90,10.00,0.00]=4.30;P1[0.00,0.00,0.00]=10.77;P7[2.90,24.00,0.00]=13.01;null;[1.61,11.24,-0.59]
P8[5.90,10.00,0.00]=4.26;P1[0.00,0.00,0.00]=10.67;P7[2.90,24.00,0.00]=13.07;null;[1.61,11.12,-0.78]
P8[5.90,10.00,0.00]=4.24;P1[0.00,0.00,0.00]=10.54;P7[2.90,24.00,0.00]=13.19;null;[1.61,11.00,-0.92]
P8[5.90,10.00,0.00]=4.19;P1[0.00,0.00,0.00]=10.47;P7[2.90,24.00,0.00]=13.26;null;[1.62,10.89,-1.02]
P8[5.90,10.00,0.00]=4.13;P1[0.00,0.00,0.00]=10.40;P7[2.90,24.00,0.00]=13.37;null;[1.65,10.78,-1.13]
P8[5.90,10.00,0.00]=4.16;P1[0.00,0.00,0.00]=10.33;P7[2.90,24.00,0.00]=13.38;null;[1.65,10.69,-1.15]
P8[5.90,10.00,0.00]=4.22;P1[0.00,0.00,0.00]=10.21;P7[2.90,24.00,0.00]=13.54;null;[1.64,10.59,-1.22]
P8[5.90,10.00,0.00]=4.15;P1[0.00,0.00,0.00]=10.21;P7[2.90,24.00,0.00]=13.53;null;[1.65,10.52,-1.25]
P8[5.90,10.00,0.00]=4.21;P1[0.00,0.00,0.00]=10.16;P7[2.90,24.00,0.00]=13.63;null;[1.61,10.45,-1.00]
P8[5.90,10.00,0.00]=4.17;P1[0.00,0.00,0.00]=10.10;P7[2.90,24.00,0.00]=13.62;null;[1.61,10.38,-1.07]
P8[5.90,10.00,0.00]=4.18;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.60;null;[1.57,10.33,-0.93]
P8[5.90,10.00,0.00]=4.15;P1[0.00,0.00,0.00]=10.10;P7[2.90,24.00,0.00]=13.64;null;[1.59,10.30,-1.04]
P8[5.90,10.00,0.00]=4.19;P1[0.00,0.00,0.00]=10.05;P7[2.90,24.00,0.00]=13.66;null;[1.59,10.26,-1.08]
P8[5.90,10.00,0.00]=4.32;P1[0.00,0.00,0.00]=10.08;P7[2.90,24.00,0.00]=13.68;null;[1.57,10.24,-1.18]
P8[5.90,10.00,0.00]=4.31;P1[0.00,0.00,0.00]=10.04;P7[2.90,24.00,0.00]=13.71;null;[1.56,10.21,-1.23]
P8[5.90,10.00,0.00]=4.26;P1[0.00,0.00,0.00]=10.06;P7[2.90,24.00,0.00]=13.78;null;[1.55,10.18,-1.13]
P8[5.90,10.00,0.00]=4.23;P1[0.00,0.00,0.00]=10.01;P7[2.90,24.00,0.00]=13.79;null;[1.54,10.16,-0.98]
P8[5.90,10.00,0.00]=4.28;P1[0.00,0.00,0.00]=10.05;P7[2.90,24.00,0.00]=13.75;null;[1.51,10.15,-0.85]
P8[5.90,10.00,0.00]=4.28;P1[0.00,0.00,0.00]=9.96;P7[2.90,24.00,0.00]=13.79;null;[1.52,10.13,-0.98]
P8[5.90,10.00,0.00]=4.32;P1[0.00,0.00,0.00]=10.03;P7[2.90,24.00,0.00]=13.79;null;[1.50,10.12,-0.90]
P8[5.90,10.00,0.00]=4.24;P1[0.00,0.00,0.00]=10.08;P7[2.90,24.00,0.00]=13.81;null;[1.52,10.11,-0.96]
P8[5.90,10.00,0.00]=4.26;P1[0.00,0.00,0.00]=10.03;P7[2.90,24.00,0.00]=13.81;null;[1.52,10.11,-0.92]
P8[5.90,10.00,0.00]=4.25;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.80;null;[1.51,10.10,-0.76]
P8[5.90,10.00,0.00]=4.27;P1[0.00,0.00,0.00]=10.04;P7[2.90,24.00,0.00]=13.86;null;[1.52,10.09,-0.85]
P8[5.90,10.00,0.00]=4.23;P1[0.00,0.00,0.00]=10.03;P7[2.90,24.00,0.00]=13.80;null;[1.53,10.09,-0.82]
P8[5.90,10.00,0.00]=4.24;P1[0.00,0.00,0.00]=10.08;P7[2.90,24.00,0.00]=13.90;null;[1.57,10.07,-0.98]
P8[5.90,10.00,0.00]=4.26;P1[0.00,0.00,0.00]=10.06;P7[2.90,24.00,0.00]=13.84;null;[1.58,10.07,-1.03]
P8[5.90,10.00,0.00]=4.31;P1[0.00,0.00,0.00]=10.03;P7[2.90,24.00,0.00]=13.89;null;[1.58,10.06,-1.09]
P8[5.90,10.00,0.00]=4.30;P1[0.00,0.00,0.00]=10.05;P7[2.90,24.00,0.00]=13.84;null;[1.57,10.06,-1.09]
P8[5.90,10.00,0.00]=4.03;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.85;null;[1.61,10.05,-1.00]
P8[5.90,10.00,0.00]=4.26;P1[0.00,0.00,0.00]=10.05;P7[2.90,24.00,0.00]=13.83;null;[1.60,10.06,-1.01]
P8[5.90,10.00,0.00]=4.26;P1[0.00,0.00,0.00]=10.08;P7[2.90,24.00,0.00]=13.87;null;[1.61,10.06,-1.10]
P8[5.90,10.00,0.00]=4.24;P1[0.00,0.00,0.00]=9.95;P7[2.90,24.00,0.00]=13.85;null;[1.58,10.05,-0.95]
P8[5.90,10.00,0.00]=4.29;P1[0.00,0.00,0.00]=9.97;P7[2.90,24.00,0.00]=13.88;null;[1.56,10.04,-0.94]
P8[5.90,10.00,0.00]=4.22;P1[0.00,0.00,0.00]=10.01;P7[2.90,24.00,0.00]=13.95;null;[1.60,10.02,-1.04]
P8[5.90,10.00,0.00]=4.25;P1[0.00,0.00,0.00]=10.05;P7[2.90,24.00,0.00]=13.82;null;[1.59,10.04,-1.03]
P8[5.90,10.00,0.00]=4.27;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.88;null;[1.58,10.03,-1.02]
P8[5.90,10.00,0.00]=4.23;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.84;null;[1.56,10.04,-0.93]
P8[5.90,10.00,0.00]=4.23;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.87;null;[1.56,10.03,-0.93]
P8[5.90,10.00,0.00]=4.22;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.89;null;[1.58,10.03,-0.96]
P8[5.90,10.00,0.00]=4.22;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.87;null;[1.57,10.03,-0.94]
P8[5.90,10.00,0.00]=4.26;P1[0.00,0.00,0.00]=9.97;P7[2.90,24.00,0.00]=13.84;null;[1.55,10.03,-0.85]
P8[5.90,10.00,0.00]=4.02;P1[0.00,0.00,0.00]=9.92;P7[2.90,24.00,0.00]=13.90;null;[1.59,10.01,-0.76]
P8[5.90,10.00,0.00]=3.98;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.82;null;[1.63,10.02,-0.62]
P8[5.90,10.00,0.00]=3.68;P1[0.00,0.00,0.00]=10.03;P7[2.90,24.00,0.00]=13.82;null;[1.73,10.02,-0.57]
P8[5.90,10.00,0.00]=4.22;P1[0.00,0.00,0.00]=10.04;P7[2.90,24.00,0.00]=13.77;null;[1.68,10.04,-0.57]
P8[5.90,10.00,0.00]=4.19;P1[0.00,0.00,0.00]=10.02;P7[2.90,24.00,0.00]=13.79;null;[1.65,10.05,-0.58]
P8[5.90,10.00,0.00]=4.18;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.82;null;[1.62,10.05,-0.58]
P8[5.90,10.00,0.00]=4.17;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.77;null;[1.64,10.05,-0.80]
P8[5.90,10.00,0.00]=4.11;P1[0.00,0.00,0.00]=10.03;P7[2.90,24.00,0.00]=13.86;null;[1.66,10.05,-0.87]
P8[5.90,10.00,0.00]=4.19;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.83;null;[1.63,10.05,-0.82]
P8[5.90,10.00,0.00]=4.16;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.76;null;[1.64,10.05,-0.96]
P8[5.90,10.00,0.00]=4.13;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.87;null;[1.64,10.04,-0.93]
P8[5.90,10.00,0.00]=4.10;P1[0.00,0.00,0.00]=9.94;P7[2.90,24.00,0.00]=13.79;null;[1.65,10.03,-1.01]
P8[5.90,10.00,0.00]=4.15;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.86;null;[1.64,10.03,-0.94]
P8[5.90,10.00,0.00]=4.16;P1[0.00,0.00,0.00]=9.96;P7[2.90,24.00,0.00]=13.75;null;[1.64,10.04,-1.01]
P8[5.90,10.00,0.00]=4.13;P1[0.00,0.00,0.00]=9.84;P7[2.90,24.00,0.00]=13.80;null;[1.61,10.03,-0.96]
P8[5.90,10.00,0.00]=4.11;P1[0.00,0.00,0.00]=9.96;P7[2.90,24.00,0.00]=13.78;null;[1.63,10.03,-1.05]
P8[5.90,10.00,0.00]=4.10;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.79;null;[1.66,10.03,-1.14]
P8[5.90,10.00,0.00]=3.87;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.81;null;[1.70,10.03,-0.93]
P8[5.90,10.00,0.00]=3.63;P1[0.00,0.00,0.00]=9.95;P7[2.90,24.00,0.00]=13.88;null;[1.83,10.00,-1.05]
P8[5.90,10.00,0.00]=4.15;P1[0.00,0.00,0.00]=9.97;P7[2.90,24.00,0.00]=13.82;null;[1.76,10.01,-0.82]
P8[5.90,10.00,0.00]=3.79;P1[0.00,0.00,0.00]=9.96;P7[2.90,24.00,0.00]=13.83;null;[1.83,10.00,-0.95]
P8[5.90,10.00,0.00]=3.83;P1[0.00,0.00,0.00]=9.94;P7[2.90,24.00,0.00]=13.83;null;[1.87,9.99,-1.04]
P8[5.90,10.00,0.00]=3.59;P1[0.00,0.00,0.00]=9.95;P7[2.90,24.00,0.00]=13.82;null;[1.95,9.98,-1.07]
P8[5.90,10.00,0.00]=3.60;P1[0.00,0.00,0.00]=9.91;P7[2.90,24.00,0.00]=13.82;null;[1.99,9.97,-1.05]
P8[5.90,10.00,0.00]=3.64;P1[0.00,0.00,0.00]=9.97;P7[2.90,24.00,0.00]=13.79;null;[2.03,9.97,-1.08]
P8[5.90,10.00,0.00]=3.83;P1[0.00,0.00,0.00]=9.96;P7[2.90,24.00,0.00]=13.78;null;[2.01,9.98,-1.11]
P8[5.90,10.00,0.00]=3.62;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.85;null;[2.07,9.97,-1.19]
P8[5.90,10.00,0.00]=3.55;P1[0.00,0.00,0.00]=10.01;P7[2.90,24.00,0.00]=13.73;null;[2.10,9.98,-1.14]
P8[5.90,10.00,0.00]=3.59;P1[0.00,0.00,0.00]=10.03;P7[2.90,24.00,0.00]=13.80;null;[2.14,9.98,-1.20]
P8[5.90,10.00,0.00]=3.96;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.82;null;[2.04,9.99,-0.94]
P8[5.90,10.00,0.00]=3.53;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.80;null;[2.10,9.99,-1.01]
P8[5.90,10.00,0.00]=4.22;P1[0.00,0.00,0.00]=9.96;P7[2.90,24.00,0.00]=13.79;null;[1.97,10.00,-1.10]
P8[5.90,10.00,0.00]=3.85;P1[0.00,0.00,0.00]=9.95;P7[2.90,24.00,0.00]=13.78;null;[1.96,10.00,-1.11]
P8[5.90,10.00,0.00]=3.58;P1[0.00,0.00,0.00]=10.01;P7[2.90,24.00,0.00]=13.82;null;[2.04,9.99,-1.19]
P8[5.90,10.00,0.00]=3.55;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.81;null;[2.09,9.98,-1.18]
P8[5.90,10.00,0.00]=3.56;P1[0.00,0.00,0.00]=9.96;P7[2.90,24.00,0.00]=13.78;null;[2.11,9.98,-1.14]
P8[5.90,10.00,0.00]=4.22;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.79;null;[1.95,10.01,-0.92]
P8[5.90,10.00,0.00]=4.21;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.82;null;[1.85,10.02,-0.85]
P8[5.90,10.00,0.00]=4.22;P1[0.00,0.00,0.00]=9.94;P7[2.90,24.00,0.00]=13.79;null;[1.78,10.02,-0.96]
P8[5.90,10.00,0.00]=4.21;P1[0.00,0.00,0.00]=9.97;P7[2.90,24.00,0.00]=13.82;null;[1.71,10.03,-0.72]
P8[5.90,10.00,0.00]=3.95;P1[0.00,0.00,0.00]=10.04;P7[2.90,24.00,0.00]=13.80;null;[1.73,10.04,-0.70]
P8[5.90,10.00,0.00]=4.18;P1[0.00,0.00,0.00]=9.95;P7[2.90,24.00,0.00]=13.86;null;[1.69,10.03,-0.66]
P8[5.90,10.00,0.00]=4.16;P1[0.00,0.00,0.00]=10.07;P7[2.90,24.00,0.00]=13.79;null;[1.67,10.05,-0.72]
P8[5.90,10.00,0.00]=4.19;P1[0.00,0.00,0.00]=10.06;P7[2.90,24.00,0.00]=13.82;null;[1.67,10.05,-0.81]
P8[5.90,10.00,0.00]=3.95;P1[0.00,0.00,0.00]=10.06;P7[2.90,24.00,0.00]=13.76;null;[1.70,10.06,-0.73]
P8[5.90,10.00,0.00]=4.22;P1[0.00,0.00,0.00]=10.07;P7[2.90,24.00,0.00]=13.88;null;[1.69,10.06,-0.89]
P8[5.90,10.00,0.00]=4.22;P1[0.00,0.00,0.00]=10.02;P7[2.90,24.00,0.00]=13.83;null;[1.67,10.06,-0.89]
P8[5.90,10.00,0.00]=4.20;P1[0.00,0.00,0.00]=10.06;P7[2.90,24.00,0.00]=13.84;null;[1.66,10.06,-0.95]
P8[5.90,10.00,0.00]=4.21;P1[0.00,0.00,0.00]=10.01;P7[2.90,24.00,0.00]=13.83;null;[1.64,10.06,-0.92]
P8[5.90,10.00,0.00]=4.22;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.81;null;[1.60,10.06,-0.81]
P8[5.90,10.00,0.00]=4.16;P1[0.00,0.00,0.00]=10.01;P7[2.90,24.00,0.00]=13.79;null;[1.59,10.07,-0.71]
P8[5.90,10.00,0.00]=3.54;P1[0.00,0.00,0.00]=10.04;P7[2.90,24.00,0.00]=13.83;null;[1.74,10.05,-0.64]
P8[5.90,10.00,0.00]=4.17;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.82;null;[1.70,10.05,-0.65]
P8[5.90,10.00,0.00]=4.22;P1[0.00,0.00,0.00]=10.04;P7[2.90,24.00,0.00]=13.81;null;[1.67,10.06,-0.70]
P8[5.90,10.00,0.00]=4.22;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.81;null;[1.63,10.06,-0.68]
P8[5.90,10.00,0.00]=4.19;P1[0.00,0.00,0.00]=10.08;P7[2.90,24.00,0.00]=13.81;null;[1.64,10.07,-0.78]
P8[5.90,10.00,0.00]=3.98;P1[0.00,0.00,0.00]=10.03;P7[2.90,24.00,0.00]=13.84;null;[1.68,10.06,-0.80]
P8[5.90,10.00,0.00]=4.24;P1[0.00,0.00,0.00]=10.02;P7[2.90,24.00,0.00]=13.82;null;[1.64,10.06,-0.79]
P8[5.90,10.00,0.00]=3.57;P1[0.00,0.00,0.00]=10.06;P7[2.90,24.00,0.00]=13.85;null;[1.78,10.04,-0.79]
P8[5.90,10.00,0.00]=4.19;P1[0.00,0.00,0.00]=10.10;P7[2.90,24.00,0.00]=13.86;null;[1.77,10.05,-0.94]
P8[5.90,10.00,0.00]=3.58;P1[0.00,0.00,0.00]=10.03;P7[2.90,24.00,0.00]=13.78;null;[1.89,10.03,-1.03]
P8[5.90,10.00,0.00]=4.16;P1[0.00,0.00,0.00]=10.04;P7[2.90,24.00,0.00]=13.78;null;[1.81,10.05,-0.92]
P8[5.90,10.00,0.00]=4.22;P1[0.00,0.00,0.00]=10.04;P7[2.90,24.00,0.00]=13.81;null;[1.75,10.06,-0.91]
P8[5.90,10.00,0.00]=3.59;P1[0.00,0.00,0.00]=10.05;P7[2.90,24.00,0.00]=13.80;null;[1.88,10.04,-1.04]
P8[5.90,10.00,0.00]=3.64;P7[2.90,24.00,0.00]=13.83;P1[0.00,0.00,0.00]=10.01;null;[1.93,10.03,-0.69]
P8[5.90,10.00,0.00]=3.62;P1[0.00,0.00,0.00]=10.05;P7[2.90,24.00,0.00]=13.79;null;[2.01,10.02,-0.88]
P8[5.90,10.00,0.00]=4.22;P1[0.00,0.00,0.00]=10.08;P7[2.90,24.00,0.00]=13.81;null;[1.91,10.04,-0.92]
P8[5.90,10.00,0.00]=4.20;P1[0.00,0.00,0.00]=10.11;P7[2.90,24.00,0.00]=13.85;null;[1.86,10.05,-1.04]
P8[5.90,10.00,0.00]=4.24;P1[0.00,0.00,0.00]=10.08;P7[2.90,24.00,0.00]=13.85;null;[1.81,10.05,-1.10]
P8[5.90,10.00,0.00]=3.62;P1[0.00,0.00,0.00]=10.06;P7[2.90,24.00,0.00]=13.88;null;[1.91,10.03,-1.07]
P8[5.90,10.00,0.00]=3.95;P1[0.00,0.00,0.00]=10.08;P7[2.90,24.00,0.00]=13.82;null;[1.90,10.04,-1.06]
P8[5.90,10.00,0.00]=3.60;P1[0.00,0.00,0.00]=10.05;P7[2.90,24.00,0.00]=13.81;null;[1.96,10.03,-0.92]
P8[5.90,10.00,0.00]=3.97;P1[0.00,0.00,0.00]=10.08;P7[2.90,24.00,0.00]=13.82;null;[1.93,10.04,-0.94]
P8[5.90,10.00,0.00]=3.60;P1[0.00,0.00,0.00]=10.08;P7[2.90,24.00,0.00]=13.76;null;[1.98,10.05,-0.74]
P8[5.90,10.00,0.00]=3.66;P1[0.00,0.00,0.00]=10.07;P7[2.90,24.00,0.00]=13.82;null;[2.01,10.04,-0.73]
P8[5.90,10.00,0.00]=3.96;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.84;null;[1.95,10.03,-0.66]
P8[5.90,10.00,0.00]=3.62;P1[0.00,0.00,0.00]=10.11;P7[2.90,24.00,0.00]=13.87;null;[2.03,10.02,-0.79]
P8[5.90,10.00,0.00]=4.20;P1[0.00,0.00,0.00]=10.02;P7[2.90,24.00,0.00]=13.82;null;[1.91,10.03,-0.79]
P8[5.90,10.00,0.00]=3.66;P1[0.00,0.00,0.00]=10.05;P7[2.90,24.00,0.00]=13.84;null;[1.96,10.03,-0.79]
P8[5.90,10.00,0.00]=4.24;P1[0.00,0.00,0.00]=10.06;P7[2.90,24.00,0.00]=13.87;null;[1.89,10.03,-0.91]
P8[5.90,10.00,0.00]=4.23;P1[0.00,0.00,0.00]=10.08;P7[2.90,24.00,0.00]=13.81;null;[1.82,10.05,-0.97]
P8[5.90,10.00,0.00]=4.19;P1[0.00,0.00,0.00]=10.05;P7[2.90,24.00,0.00]=13.83;null;[1.77,10.05,-0.98]
P8[5.90,10.00,0.00]=4.16;P1[0.00,0.00,0.00]=10.09;P7[2.90,24.00,0.00]=13.86;null;[1.76,10.05,-1.07]
P8[5.90,10.00,0.00]=3.88;P1[0.00,0.00,0.00]=10.07;P7[2.90,24.00,0.00]=13.84;null;[1.81,10.05,-1.06]
P8[5.90,10.00,0.00]=4.16;P1[0.00,0.00,0.00]=10.05;P7[2.90,24.00,0.00]=13.86;null;[1.78,10.04,-1.09]
P8[5.90,10.00,0.00]=4.16;P1[0.00,0.00,0.00]=10.10;P7[2.90,24.00,0.00]=13.82;null;[1.77,10.05,-1.12]
P8[5.90,10.00,0.00]=4.18;P1[0.00,0.00,0.00]=10.06;P7[2.90,24.00,0.00]=13.88;null;[1.76,10.05,-1.18]
P8[5.90,10.00,0.00]=4.16;P1[0.00,0.00,0.00]=10.06;P7[2.90,24.00,0.00]=13.89;null;[1.76,10.04,-1.22]
P8[5.90,10.00,0.00]=4.21;P1[0.00,0.00,0.00]=10.10;P7[2.90,24.00,0.00]=13.82;null;[1.73,10.05,-1.21]
P8[5.90,10.00,0.00]=4.23;P1[0.00,0.00,0.00]=10.06;P7[2.90,24.00,0.00]=13.84;null;[1.71,10.06,-1.20]
P8[5.90,10.00,0.00]=3.91;P1[0.00,0.00,0.00]=10.05;P7[2.90,24.00,0.00]=13.87;null;[1.77,10.04,-1.18]
P8[5.90,10.00,0.00]=3.88;P1[0.00,0.00,0.00]=10.05;P7[2.90,24.00,0.00]=13.87;null;[1.81,10.03,-1.14]
P8[5.90,10.00,0.00]=3.99;P1[0.00,0.00,0.00]=10.08;P7[2.90,24.00,0.00]=13.82;null;[1.82,10.04,-1.12]
P8[5.90,10.00,0.00]=3.62;P1[0.00,0.00,0.00]=10.06;P7[2.90,24.00,0.00]=13.84;null;[1.91,10.03,-1.04]
P8[5.90,10.00,0.00]=3.94;P1[0.00,0.00,0.00]=10.03;P7[2.90,24.00,0.00]=13.79;null;[1.88,10.04,-0.90]
P8[5.90,10.00,0.00]=4.19;P1[0.00,0.00,0.00]=10.10;P7[2.90,24.00,0.00]=13.82;null;[1.83,10.05,-0.99]
P8[5.90,10.00,0.00]=3.92;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.88;null;[1.84,10.03,-0.94]
P8[5.90,10.00,0.00]=4.20;P1[0.00,0.00,0.00]=10.04;P7[2.90,24.00,0.00]=13.87;null;[1.79,10.03,-0.99]
P8[5.90,10.00,0.00]=4.22;P1[0.00,0.00,0.00]=10.06;P7[2.90,24.00,0.00]=13.82;null;[1.74,10.05,-1.01]
P8[5.90,10.00,0.00]=4.17;P1[0.00,0.00,0.00]=10.01;P7[2.90,24.00,0.00]=13.84;null;[1.71,10.05,-0.98]
P8[5.90,10.00,0.00]=4.18;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.86;null;[1.68,10.04,-0.94]
P8[5.90,10.00,0.00]=4.20;P1[0.00,0.00,0.00]=10.08;P7[2.90,24.00,0.00]=13.86;null;[1.69,10.04,-1.03]
P8[5.90,10.00,0.00]=4.19;P1[0.00,0.00,0.00]=10.05;P7[2.90,24.00,0.00]=13.85;null;[1.68,10.04,-1.06]
P8[5.90,10.00,0.00]=4.22;P1[0.00,0.00,0.00]=10.02;P7[2.90,24.00,0.00]=13.86;null;[1.66,10.04,-1.05]
P8[5.90,10.00,0.00]=4.17;P1[0.00,0.00,0.00]=10.04;P7[2.90,24.00,0.00]=13.81;null;[1.65,10.05,-1.00]
P8[5.90,10.00,0.00]=4.19;P1[0.00,0.00,0.00]=10.03;P7[2.90,24.00,0.00]=13.85;null;[1.65,10.05,-1.01]
P8[5.90,10.00,0.00]=3.97;P1[0.00,0.00,0.00]=10.01;P7[2.90,24.00,0.00]=13.86;null;[1.69,10.04,-0.97]
P8[5.90,10.00,0.00]=4.22;P1[0.00,0.00,0.00]=9.97;P7[2.90,24.00,0.00]=13.89;null;[1.66,10.03,-0.95]
P8[5.90,10.00,0.00]=3.91;P1[0.00,0.00,0.00]=10.03;P7[2.90,24.00,0.00]=13.83;null;[1.71,10.03,-0.91]
P8[5.90,10.00,0.00]=4.18;P1[0.00,0.00,0.00]=10.03;P7[2.90,24.00,0.00]=13.83;null;[1.69,10.04,-0.92]
P8[5.90,10.00,0.00]=4.21;P1[0.00,0.00,0.00]=10.04;P7[2.90,24.00,0.00]=13.87;null;[1.68,10.04,-0.99]
P8[5.90,10.00,0.00]=4.21;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.87;null;[1.66,10.03,-0.97]
P8[5.90,10.00,0.00]=4.20;P1[0.00,0.00,0.00]=10.01;P7[2.90,24.00,0.00]=13.88;null;[1.65,10.03,-0.99]
P8[5.90,10.00,0.00]=4.20;P1[0.00,0.00,0.00]=10.02;P7[2.90,24.00,0.00]=13.88;null;[1.65,10.03,-1.02]
P8[5.90,10.00,0.00]=4.20;P1[0.00,0.00,0.00]=10.01;P7[2.90,24.00,0.00]=13.88;null;[1.65,10.03,-1.04]
P8[5.90,10.00,0.00]=4.22;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.87;null;[1.63,10.03,-1.03]
P8[5.90,10.00,0.00]=4.22;P1[0.00,0.00,0.00]=10.05;P7[2.90,24.00,0.00]=13.89;null;[1.64,10.03,-1.10]
P8[5.90,10.00,0.00]=4.22;P1[0.00,0.00,0.00]=10.06;P7[2.90,24.00,0.00]=13.89;null;[1.66,10.03,-1.16]
P8[5.90,10.00,0.00]=4.19;P1[0.00,0.00,0.00]=10.03;P7[2.90,24.00,0.00]=13.88;null;[1.66,10.03,-1.16]
P8[5.90,10.00,0.00]=4.19;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.91;null;[1.65,10.02,-1.14]
P8[5.90,10.00,0.00]=4.16;P1[0.00,0.00,0.00]=10.05;P7[2.90,24.00,0.00]=13.88;null;[1.67,10.02,-1.16]
P8[5.90,10.00,0.00]=4.20;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.86;null;[1.65,10.02,-1.07]
P8[5.90,10.00,0.00]=4.19;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.91;null;[1.65,10.01,-1.08]
P8[5.90,10.00,0.00]=4.18;P1[0.00,0.00,0.00]=10.05;P7[2.90,24.00,0.00]=13.81;null;[1.64,10.03,-1.05]
P8[5.90,10.00,0.00]=4.19;P1[0.00,0.00,0.00]=10.05;P7[2.90,24.00,0.00]=13.86;null;[1.65,10.03,-1.07]
P8[5.90,10.00,0.00]=4.19;P1[0.00,0.00,0.00]=10.02;P7[2.90,24.00,0.00]=13.89;null;[1.65,10.03,-1.09]
P8[5.90,10.00,0.00]=4.15;P1[0.00,0.00,0.00]=10.06;P7[2.90,24.00,0.00]=13.90;null;[1.68,10.03,-1.16]
P8[5.90,10.00,0.00]=4.14;P1[0.00,0.00,0.00]=10.05;P7[2.90,24.00,0.00]=13.84;null;[1.69,10.03,-1.14]
P8[5.90,10.00,0.00]=4.13;P1[0.00,0.00,0.00]=9.96;P7[2.90,24.00,0.00]=13.84;null;[1.66,10.03,-0.95]
P8[5.90,10.00,0.00]=4.13;P1[0.00,0.00,0.00]=10.03;P7[2.90,24.00,0.00]=13.82;null;[1.66,10.04,-0.94]
P8[5.90,10.00,0.00]=4.14;P1[0.00,0.00,0.00]=10.05;P7[2.90,24.00,0.00]=13.87;null;[1.68,10.04,-1.00]
