Anchor/Range;Anchor/Range;Anchor/Range;Anchor/Range;LS_Estimated;DWM_Estimated;Timestamp;X_DWM;Y_DWM;X_LS;Y_LS;GROUND_X;GROUND_Y;ERRO_X_LS;ERRO_Y_LS;ERRO_X_DWM;ERRO_Y_DWM;ERRO LS;ERRO_DWM
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.32;P3[13.00,0.00,0.00]=6.98;P8[5.90,10.00,0.00]=8.86;[6.16, 1.16, 0.0];[6.28,1.13,-0.52];19:09:33.325;6.28;1.13;6.16;1.16;5.92;1.40;-0.24;0.24;-0.36;0.27;0.34;0.45
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.33;P3[13.00,0.00,0.00]=6.95;P8[5.90,10.00,0.00]=8.65;[6.18, 1.35, 0.0];[6.25,1.19,-0.48];19:09:33.423;6.25;1.19;6.18;1.35;5.92;1.40;-0.26;0.05;-0.33;0.21;0.26;0.39
P2[8.00,2.40,0.00]=2.16;P1[0.00,0.00,0.00]=6.32;P3[13.00,0.00,0.00]=6.99;P8[5.90,10.00,0.00]=8.71;[6.16, 1.3, 0.0];[6.23,1.22,-0.22];19:09:33.525;6.23;1.22;6.16;1.3;5.92;1.40;-0.24;0.1;-0.31;0.18;0.26;0.36
P2[8.00,2.40,0.00]=2.16;P1[0.00,0.00,0.00]=6.30;P3[13.00,0.00,0.00]=7.05;P8[5.90,10.00,0.00]=8.81;[6.11, 1.21, 0.0];[6.24,1.20,-0.34];19:09:33.625;6.24;1.20;6.11;1.21;5.92;1.40;-0.19;0.19;-0.32;0.2;0.27;0.38
P2[8.00,2.40,0.00]=2.11;P1[0.00,0.00,0.00]=6.34;P3[13.00,0.00,0.00]=7.02;P8[5.90,10.00,0.00]=8.83;[6.15, 1.19, 0.0];[6.26,1.17,-0.40];19:09:33.725;6.26;1.17;6.15;1.19;5.92;1.40;-0.23;0.21;-0.34;0.23;0.31;0.41
P2[8.00,2.40,0.00]=2.10;P1[0.00,0.00,0.00]=6.38;P3[13.00,0.00,0.00]=7.16;P8[5.90,10.00,0.00]=8.78;[6.09, 1.26, 0.0];[6.28,1.17,-0.48];19:09:33.824;6.28;1.17;6.09;1.26;5.92;1.40;-0.17;0.14;-0.36;0.23;0.22;0.43
P2[8.00,2.40,0.00]=2.16;P1[0.00,0.00,0.00]=6.32;P3[13.00,0.00,0.00]=7.04;P8[5.90,10.00,0.00]=8.69;[6.13, 1.32, 0.0];[6.25,1.21,-0.45];19:09:33.924;6.25;1.21;6.13;1.32;5.92;1.40;-0.21;0.08;-0.33;0.19;0.22;0.38
P2[8.00,2.40,0.00]=2.13;P1[0.00,0.00,0.00]=6.31;P3[13.00,0.00,0.00]=7.03;P8[5.90,10.00,0.00]=8.79;[6.13, 1.23, 0.0];[6.25,1.19,-0.50];19:09:34.025;6.25;1.19;6.13;1.23;5.92;1.40;-0.21;0.17;-0.33;0.21;0.27;0.39
P2[8.00,2.40,0.00]=2.16;P1[0.00,0.00,0.00]=6.30;P3[13.00,0.00,0.00]=7.05;P8[5.90,10.00,0.00]=8.84;[6.12, 1.18, 0.0];[6.26,1.17,-0.53];19:09:34.124;6.26;1.17;6.12;1.18;5.92;1.40;-0.2;0.22;-0.34;0.23;0.3;0.41
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.27;P3[13.00,0.00,0.00]=7.08;P8[5.90,10.00,0.00]=8.87;[6.09, 1.15, 0.0];[6.26,1.14,-0.51];19:09:34.225;6.26;1.14;6.09;1.15;5.92;1.40;-0.17;0.25;-0.34;0.26;0.3;0.43
P2[8.00,2.40,0.00]=2.10;P1[0.00,0.00,0.00]=6.29;P3[13.00,0.00,0.00]=6.96;P8[5.90,10.00,0.00]=8.74;[6.16, 1.27, 0.0];[6.23,1.17,-0.38];19:09:34.324;6.23;1.17;6.16;1.27;5.92;1.40;-0.24;0.13;-0.31;0.23;0.27;0.39
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.25;P3[13.00,0.00,0.00]=7.05;P8[5.90,10.00,0.00]=8.82;[6.1, 1.2, 0.0];[6.24,1.15,-0.38];19:09:34.424;6.24;1.15;6.1;1.2;5.92;1.40;-0.18;0.2;-0.32;0.25;0.27;0.41
P2[8.00,2.40,0.00]=2.13;P1[0.00,0.00,0.00]=6.31;P3[13.00,0.00,0.00]=7.05;P8[5.90,10.00,0.00]=8.83;[6.12, 1.19, 0.0];[6.25,1.14,-0.43];19:09:34.524;6.25;1.14;6.12;1.19;5.92;1.40;-0.2;0.21;-0.33;0.26;0.29;0.42
P2[8.00,2.40,0.00]=2.11;P1[0.00,0.00,0.00]=6.28;P3[13.00,0.00,0.00]=7.00;P8[5.90,10.00,0.00]=8.82;[6.14, 1.19, 0.0];[6.25,1.13,-0.43];19:09:34.625;6.25;1.13;6.14;1.19;5.92;1.40;-0.22;0.21;-0.33;0.27;0.3;0.43
P2[8.00,2.40,0.00]=2.15;P1[0.00,0.00,0.00]=6.30;P3[13.00,0.00,0.00]=7.12;P8[5.90,10.00,0.00]=8.80;[6.08, 1.23, 0.0];[6.26,1.13,-0.49];19:09:34.724;6.26;1.13;6.08;1.23;5.92;1.40;-0.16;0.17;-0.34;0.27;0.23;0.43
P2[8.00,2.40,0.00]=2.11;P1[0.00,0.00,0.00]=6.33;P3[13.00,0.00,0.00]=7.10;P8[5.90,10.00,0.00]=8.80;[6.1, 1.23, 0.0];[6.27,1.13,-0.52];19:09:34.824;6.27;1.13;6.1;1.23;5.92;1.40;-0.18;0.17;-0.35;0.27;0.25;0.44
P2[8.00,2.40,0.00]=2.16;P1[0.00,0.00,0.00]=6.34;P3[13.00,0.00,0.00]=7.00;P8[5.90,10.00,0.00]=8.65;[6.16, 1.36, 0.0];[6.24,1.19,-0.25];19:09:34.922;6.24;1.19;6.16;1.36;5.92;1.40;-0.24;0.04;-0.32;0.21;0.24;0.38
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.32;P3[13.00,0.00,0.00]=7.06;P8[5.90,10.00,0.00]=8.78;[6.12, 1.24, 0.0];[6.23,1.20,-0.20];19:09:35.023;6.23;1.20;6.12;1.24;5.92;1.40;-0.2;0.16;-0.31;0.2;0.26;0.37
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.29;P3[13.00,0.00,0.00]=7.04;P8[5.90,10.00,0.00]=8.82;[6.12, 1.2, 0.0];[6.24,1.18,-0.30];19:09:35.124;6.24;1.18;6.12;1.2;5.92;1.40;-0.2;0.2;-0.32;0.22;0.28;0.39
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.29;P3[13.00,0.00,0.00]=7.07;P8[5.90,10.00,0.00]=8.83;[6.1, 1.19, 0.0];[6.25,1.16,-0.35];19:09:35.224;6.25;1.16;6.1;1.19;5.92;1.40;-0.18;0.21;-0.33;0.24;0.28;0.41
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.32;P3[13.00,0.00,0.00]=7.03;P8[5.90,10.00,0.00]=8.73;[6.14, 1.29, 0.0];[6.25,1.17,-0.44];19:09:35.324;6.25;1.17;6.14;1.29;5.92;1.40;-0.22;0.11;-0.33;0.23;0.25;0.4
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.33;P3[13.00,0.00,0.00]=7.05;P8[5.90,10.00,0.00]=8.79;[6.13, 1.23, 0.0];[6.26,1.16,-0.50];19:09:35.424;6.26;1.16;6.13;1.23;5.92;1.40;-0.21;0.17;-0.34;0.24;0.27;0.42
P2[8.00,2.40,0.00]=2.18;P1[0.00,0.00,0.00]=6.05;P3[13.00,0.00,0.00]=7.01;P8[5.90,10.00,0.00]=8.77;[6.03, 1.22, 0.0];[6.23,1.14,-0.53];19:09:35.525;6.23;1.14;6.03;1.22;5.92;1.40;-0.11;0.18;-0.31;0.26;0.21;0.4
P2[8.00,2.40,0.00]=2.13;P1[0.00,0.00,0.00]=6.28;P3[13.00,0.00,0.00]=7.02;P8[5.90,10.00,0.00]=8.66;[6.12, 1.35, 0.0];[6.20,1.19,-0.30];19:09:35.624;6.20;1.19;6.12;1.35;5.92;1.40;-0.2;0.05;-0.28;0.21;0.21;0.35
P2[8.00,2.40,0.00]=2.07;P1[0.00,0.00,0.00]=6.28;P3[13.00,0.00,0.00]=7.07;P8[5.90,10.00,0.00]=8.74;[6.1, 1.28, 0.0];[6.22,1.19,-0.33];19:09:35.724;6.22;1.19;6.1;1.28;5.92;1.40;-0.18;0.12;-0.3;0.21;0.22;0.37
P2[8.00,2.40,0.00]=2.15;P1[0.00,0.00,0.00]=6.29;P3[13.00,0.00,0.00]=7.02;P8[5.90,10.00,0.00]=8.74;[6.13, 1.27, 0.0];[6.22,1.19,-0.43];19:09:35.824;6.22;1.19;6.13;1.27;5.92;1.40;-0.21;0.13;-0.3;0.21;0.25;0.37
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.28;P3[13.00,0.00,0.00]=6.95;P8[5.90,10.00,0.00]=8.78;[6.16, 1.23, 0.0];[6.21,1.20,-0.31];19:09:35.925;6.21;1.20;6.16;1.23;5.92;1.40;-0.24;0.17;-0.29;0.2;0.29;0.35
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.27;P3[13.00,0.00,0.00]=7.05;P8[5.90,10.00,0.00]=8.78;[6.1, 1.24, 0.0];[6.22,1.19,-0.36];19:09:36.025;6.22;1.19;6.1;1.24;5.92;1.40;-0.18;0.16;-0.3;0.21;0.24;0.37
P2[8.00,2.40,0.00]=2.16;P1[0.00,0.00,0.00]=6.34;P3[13.00,0.00,0.00]=7.04;P8[5.90,10.00,0.00]=8.65;[6.14, 1.36, 0.0];[6.20,1.23,-0.40];19:09:36.125;6.20;1.23;6.14;1.36;5.92;1.40;-0.22;0.04;-0.28;0.17;0.22;0.33
P2[8.00,2.40,0.00]=2.11;P1[0.00,0.00,0.00]=6.28;P3[13.00,0.00,0.00]=7.06;P8[5.90,10.00,0.00]=8.76;[6.1, 1.26, 0.0];[6.22,1.21,-0.43];19:09:36.224;6.22;1.21;6.1;1.26;5.92;1.40;-0.18;0.14;-0.3;0.19;0.23;0.36
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.29;P3[13.00,0.00,0.00]=7.09;P8[5.90,10.00,0.00]=8.78;[6.09, 1.24, 0.0];[6.22,1.20,-0.49];19:09:36.325;6.22;1.20;6.09;1.24;5.92;1.40;-0.17;0.16;-0.3;0.2;0.23;0.36
P2[8.00,2.40,0.00]=2.15;P1[0.00,0.00,0.00]=6.30;P3[13.00,0.00,0.00]=7.04;P8[5.90,10.00,0.00]=8.79;[6.12, 1.23, 0.0];[6.23,1.19,-0.54];19:09:36.425;6.23;1.19;6.12;1.23;5.92;1.40;-0.2;0.17;-0.31;0.21;0.26;0.37
P2[8.00,2.40,0.00]=2.10;P1[0.00,0.00,0.00]=6.27;P3[13.00,0.00,0.00]=7.05;P8[5.90,10.00,0.00]=8.79;[6.1, 1.23, 0.0];[6.24,1.17,-0.51];19:09:36.525;6.24;1.17;6.1;1.23;5.92;1.40;-0.18;0.17;-0.32;0.23;0.25;0.39
P2[8.00,2.40,0.00]=2.11;P1[0.00,0.00,0.00]=6.30;P3[13.00,0.00,0.00]=7.06;P8[5.90,10.00,0.00]=8.83;[6.11, 1.19, 0.0];[6.25,1.15,-0.51];19:09:36.625;6.25;1.15;6.11;1.19;5.92;1.40;-0.19;0.21;-0.33;0.25;0.28;0.41
P2[8.00,2.40,0.00]=2.16;P1[0.00,0.00,0.00]=6.30;P3[13.00,0.00,0.00]=7.11;P8[5.90,10.00,0.00]=8.67;[6.08, 1.35, 0.0];[6.23,1.20,-0.46];19:09:36.725;6.23;1.20;6.08;1.35;5.92;1.40;-0.16;0.05;-0.31;0.2;0.17;0.37
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.35;P3[13.00,0.00,0.00]=7.08;P8[5.90,10.00,0.00]=8.77;[6.12, 1.26, 0.0];[6.23,1.21,-0.41];19:09:36.825;6.23;1.21;6.12;1.26;5.92;1.40;-0.2;0.14;-0.31;0.19;0.24;0.36
P2[8.00,2.40,0.00]=2.13;P1[0.00,0.00,0.00]=6.10;P3[13.00,0.00,0.00]=7.11;P8[5.90,10.00,0.00]=8.80;[6.0, 1.21, 0.0];[6.22,1.16,-0.44];19:09:36.926;6.22;1.16;6.0;1.21;5.92;1.40;-0.08;0.19;-0.3;0.24;0.21;0.38
P2[8.00,2.40,0.00]=2.15;P1[0.00,0.00,0.00]=6.35;P3[13.00,0.00,0.00]=7.09;P8[5.90,10.00,0.00]=8.78;[6.11, 1.25, 0.0];[6.22,1.18,-0.41];19:09:37.024;6.22;1.18;6.11;1.25;5.92;1.40;-0.19;0.15;-0.3;0.22;0.24;0.37
P2[8.00,2.40,0.00]=2.19;P1[0.00,0.00,0.00]=6.32;P3[13.00,0.00,0.00]=7.07;P8[5.90,10.00,0.00]=8.61;[6.11, 1.4, 0.0];[6.19,1.24,-0.13];19:09:37.122;6.19;1.24;6.11;1.4;5.92;1.40;-0.19;0.0;-0.27;0.16;0.19;0.31
P2[8.00,2.40,0.00]=2.15;P1[0.00,0.00,0.00]=6.28;P3[13.00,0.00,0.00]=7.04;P8[5.90,10.00,0.00]=8.83;[6.11, 1.19, 0.0];[6.21,1.21,-0.24];19:09:37.225;6.21;1.21;6.11;1.19;5.92;1.40;-0.19;0.21;-0.29;0.19;0.28;0.35
P2[8.00,2.40,0.00]=2.10;P1[0.00,0.00,0.00]=6.32;P3[13.00,0.00,0.00]=7.10;P8[5.90,10.00,0.00]=8.75;[6.1, 1.27, 0.0];[6.23,1.20,-0.33];19:09:37.326;6.23;1.20;6.1;1.27;5.92;1.40;-0.18;0.13;-0.31;0.2;0.22;0.37
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.28;P3[13.00,0.00,0.00]=7.05;P8[5.90,10.00,0.00]=8.65;[6.11, 1.36, 0.0];[6.20,1.24,-0.12];19:09:37.425;6.20;1.24;6.11;1.36;5.92;1.40;-0.19;0.04;-0.28;0.16;0.19;0.32
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.29;P3[13.00,0.00,0.00]=7.11;P8[5.90,10.00,0.00]=8.60;[6.08, 1.42, 0.0];[6.18,1.28,-0.11];19:09:37.525;6.18;1.28;6.08;1.42;5.92;1.40;-0.16;-0.02;-0.26;0.12;0.16;0.29
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.29;P3[13.00,0.00,0.00]=7.13;P8[5.90,10.00,0.00]=8.69;[6.07, 1.33, 0.0];[6.17,1.29,-0.10];19:09:37.625;6.17;1.29;6.07;1.33;5.92;1.40;-0.15;0.07;-0.25;0.11;0.17;0.27
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.30;P3[13.00,0.00,0.00]=7.10;P8[5.90,10.00,0.00]=8.79;[6.09, 1.23, 0.0];[6.20,1.25,-0.22];19:09:37.726;6.20;1.25;6.09;1.23;5.92;1.40;-0.17;0.17;-0.28;0.15;0.24;0.32
P2[8.00,2.40,0.00]=2.11;P1[0.00,0.00,0.00]=5.98;P3[13.00,0.00,0.00]=7.05;P8[5.90,10.00,0.00]=8.73;[5.98, 1.25, 0.0];[6.19,1.19,-0.34];19:09:37.826;6.19;1.19;5.98;1.25;5.92;1.40;-0.06;0.15;-0.27;0.21;0.16;0.34
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.26;P3[13.00,0.00,0.00]=7.11;P8[5.90,10.00,0.00]=8.58;[6.06, 1.43, 0.0];[6.19,1.23,-0.43];19:09:37.925;6.19;1.23;6.06;1.43;5.92;1.40;-0.14;-0.03;-0.27;0.17;0.14;0.32
P2[8.00,2.40,0.00]=2.10;P1[0.00,0.00,0.00]=6.28;P3[13.00,0.00,0.00]=7.10;P8[5.90,10.00,0.00]=8.79;[6.08, 1.23, 0.0];[6.20,1.20,-0.44];19:09:38.026;6.20;1.20;6.08;1.23;5.92;1.40;-0.16;0.17;-0.28;0.2;0.23;0.34
P2[8.00,2.40,0.00]=2.11;P1[0.00,0.00,0.00]=6.33;P3[13.00,0.00,0.00]=7.06;P8[5.90,10.00,0.00]=8.79;[6.12, 1.23, 0.0];[6.23,1.19,-0.48];19:09:38.126;6.23;1.19;6.12;1.23;5.92;1.40;-0.2;0.17;-0.31;0.21;0.26;0.37
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.32;P3[13.00,0.00,0.00]=7.09;P8[5.90,10.00,0.00]=8.83;[6.1, 1.2, 0.0];[6.25,1.16,-0.51];19:09:38.225;6.25;1.16;6.1;1.2;5.92;1.40;-0.18;0.2;-0.33;0.24;0.27;0.41
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.27;P3[13.00,0.00,0.00]=7.12;P8[5.90,10.00,0.00]=8.81;[6.06, 1.21, 0.0];[6.25,1.15,-0.49];19:09:38.326;6.25;1.15;6.06;1.21;5.92;1.40;-0.14;0.19;-0.33;0.25;0.24;0.41
P2[8.00,2.40,0.00]=2.18;P1[0.00,0.00,0.00]=6.32;P3[13.00,0.00,0.00]=7.19;P8[5.90,10.00,0.00]=8.74;[6.04, 1.29, 0.0];[6.23,1.18,-0.47];19:09:38.426;6.23;1.18;6.04;1.29;5.92;1.40;-0.12;0.11;-0.31;0.22;0.16;0.38
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.29;P3[13.00,0.00,0.00]=7.16;P8[5.90,10.00,0.00]=8.70;[6.05, 1.33, 0.0];[6.23,1.19,-0.52];19:09:38.526;6.23;1.19;6.05;1.33;5.92;1.40;-0.13;0.07;-0.31;0.21;0.15;0.37
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.28;P3[13.00,0.00,0.00]=7.07;P8[5.90,10.00,0.00]=8.78;[6.1, 1.24, 0.0];[6.24,1.18,-0.53];19:09:38.625;6.24;1.18;6.1;1.24;5.92;1.40;-0.18;0.16;-0.32;0.22;0.24;0.39
P2[8.00,2.40,0.00]=2.15;P1[0.00,0.00,0.00]=6.02;P3[13.00,0.00,0.00]=7.10;P8[5.90,10.00,0.00]=8.81;[5.97, 1.19, 0.0];[6.21,1.14,-0.47];19:09:38.727;6.21;1.14;5.97;1.19;5.92;1.40;-0.05;0.21;-0.29;0.26;0.22;0.39
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.31;P3[13.00,0.00,0.00]=7.16;P8[5.90,10.00,0.00]=8.57;[6.06, 1.45, 0.0];[6.19,1.21,-0.42];19:09:38.826;6.19;1.21;6.06;1.45;5.92;1.40;-0.14;-0.05;-0.27;0.19;0.15;0.33
P2[8.00,2.40,0.00]=2.13;P1[0.00,0.00,0.00]=6.31;P3[13.00,0.00,0.00]=7.05;P8[5.90,10.00,0.00]=8.62;[6.12, 1.39, 0.0];[6.18,1.26,-0.39];19:09:38.926;6.18;1.26;6.12;1.39;5.92;1.40;-0.2;0.01;-0.26;0.14;0.2;0.3
P2[8.00,2.40,0.00]=2.18;P1[0.00,0.00,0.00]=6.36;P3[13.00,0.00,0.00]=7.12;P8[5.90,10.00,0.00]=8.81;[6.1, 1.22, 0.0];[6.19,1.24,-0.40];19:09:39.025;6.19;1.24;6.1;1.22;5.92;1.40;-0.18;0.18;-0.27;0.16;0.25;0.31
P2[8.00,2.40,0.00]=2.16;P1[0.00,0.00,0.00]=6.27;P3[13.00,0.00,0.00]=7.10;P8[5.90,10.00,0.00]=8.80;[6.07, 1.22, 0.0];[6.20,1.22,-0.45];19:09:39.126;6.20;1.22;6.07;1.22;5.92;1.40;-0.15;0.18;-0.28;0.18;0.23;0.33
P2[8.00,2.40,0.00]=2.09;P3[13.00,0.00,0.00]=7.13;P8[5.90,10.00,0.00]=8.74;P1[0.00,0.00,0.00]=6.24;[6.05, 1.28, 0.0];[6.21,1.21,-0.25];19:09:39.327;6.21;1.21;6.05;1.28;5.92;1.40;-0.13;0.12;-0.29;0.19;0.18;0.35
P2[8.00,2.40,0.00]=2.13;P1[0.00,0.00,0.00]=6.26;P3[13.00,0.00,0.00]=7.12;P8[5.90,10.00,0.00]=8.69;[6.06, 1.33, 0.0];[6.21,1.21,-0.35];19:09:39.427;6.21;1.21;6.06;1.33;5.92;1.40;-0.14;0.07;-0.29;0.19;0.16;0.35
P2[8.00,2.40,0.00]=2.17;P1[0.00,0.00,0.00]=6.03;P3[13.00,0.00,0.00]=7.16;P8[5.90,10.00,0.00]=8.80;[5.94, 1.2, 0.0];[6.19,1.16,-0.37];19:09:39.527;6.19;1.16;5.94;1.2;5.92;1.40;-0.02;0.2;-0.27;0.24;0.2;0.36
P2[8.00,2.40,0.00]=2.17;P1[0.00,0.00,0.00]=6.29;P3[13.00,0.00,0.00]=7.06;P8[5.90,10.00,0.00]=8.81;[6.1, 1.21, 0.0];[6.21,1.15,-0.45];19:09:39.626;6.21;1.15;6.1;1.21;5.92;1.40;-0.18;0.19;-0.29;0.25;0.26;0.38
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.26;P3[13.00,0.00,0.00]=7.13;P8[5.90,10.00,0.00]=8.65;[6.05, 1.37, 0.0];[6.20,1.19,-0.50];19:09:39.727;6.20;1.19;6.05;1.37;5.92;1.40;-0.13;0.03;-0.28;0.21;0.13;0.35
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.31;P3[13.00,0.00,0.00]=7.13;P8[5.90,10.00,0.00]=8.65;[6.07, 1.37, 0.0];[6.19,1.23,-0.45];19:09:39.826;6.19;1.23;6.07;1.37;5.92;1.40;-0.15;0.03;-0.27;0.17;0.15;0.32
P2[8.00,2.40,0.00]=2.17;P1[0.00,0.00,0.00]=6.31;P3[13.00,0.00,0.00]=7.17;P8[5.90,10.00,0.00]=8.89;[6.05, 1.14, 0.0];[6.22,1.18,-0.50];19:09:39.926;6.22;1.18;6.05;1.14;5.92;1.40;-0.13;0.26;-0.3;0.22;0.29;0.37
P2[8.00,2.40,0.00]=2.17;P1[0.00,0.00,0.00]=6.25;P3[13.00,0.00,0.00]=7.14;P8[5.90,10.00,0.00]=8.81;[6.04, 1.21, 0.0];[6.22,1.17,-0.52];19:09:40.027;6.22;1.17;6.04;1.21;5.92;1.40;-0.12;0.19;-0.3;0.23;0.22;0.38
P2[8.00,2.40,0.00]=2.15;P1[0.00,0.00,0.00]=6.27;P3[13.00,0.00,0.00]=7.13;P8[5.90,10.00,0.00]=8.69;[6.06, 1.33, 0.0];[6.22,1.19,-0.57];19:09:40.127;6.22;1.19;6.06;1.33;5.92;1.40;-0.14;0.07;-0.3;0.21;0.16;0.37
P2[8.00,2.40,0.00]=2.13;P1[0.00,0.00,0.00]=6.30;P3[13.00,0.00,0.00]=7.12;P8[5.90,10.00,0.00]=8.75;[6.08, 1.27, 0.0];[6.23,1.18,-0.59];19:09:40.227;6.23;1.18;6.08;1.27;5.92;1.40;-0.16;0.13;-0.31;0.22;0.21;0.38
P2[8.00,2.40,0.00]=2.15;P1[0.00,0.00,0.00]=6.27;P3[13.00,0.00,0.00]=7.12;P8[5.90,10.00,0.00]=8.83;[6.06, 1.19, 0.0];[6.23,1.16,-0.59];19:09:40.326;6.23;1.16;6.06;1.19;5.92;1.40;-0.14;0.21;-0.31;0.24;0.25;0.39
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.29;P3[13.00,0.00,0.00]=7.12;P8[5.90,10.00,0.00]=8.85;[6.07, 1.18, 0.0];[6.25,1.14,-0.55];19:09:40.427;6.25;1.14;6.07;1.18;5.92;1.40;-0.15;0.22;-0.33;0.26;0.27;0.42
P2[8.00,2.40,0.00]=2.09;P1[0.00,0.00,0.00]=6.29;P3[13.00,0.00,0.00]=7.08;P8[5.90,10.00,0.00]=8.81;[6.1, 1.21, 0.0];[6.25,1.13,-0.52];19:09:40.527;6.25;1.13;6.1;1.21;5.92;1.40;-0.18;0.19;-0.33;0.27;0.26;0.43
P2[8.00,2.40,0.00]=2.11;P1[0.00,0.00,0.00]=6.30;P3[13.00,0.00,0.00]=7.16;P8[5.90,10.00,0.00]=8.79;[6.06, 1.24, 0.0];[6.26,1.13,-0.52];19:09:40.627;6.26;1.13;6.06;1.24;5.92;1.40;-0.14;0.16;-0.34;0.27;0.21;0.43
P2[8.00,2.40,0.00]=2.19;P1[0.00,0.00,0.00]=6.29;P3[13.00,0.00,0.00]=7.16;P8[5.90,10.00,0.00]=8.81;[6.05, 1.22, 0.0];[6.24,1.15,-0.43];19:09:40.726;6.24;1.15;6.05;1.22;5.92;1.40;-0.13;0.18;-0.32;0.25;0.22;0.41
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.30;P3[13.00,0.00,0.00]=7.09;P8[5.90,10.00,0.00]=8.83;[6.09, 1.19, 0.0];[6.25,1.13,-0.47];19:09:40.827;6.25;1.13;6.09;1.19;5.92;1.40;-0.17;0.21;-0.33;0.27;0.27;0.43
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.28;P3[13.00,0.00,0.00]=7.15;P8[5.90,10.00,0.00]=8.76;[6.05, 1.27, 0.0];[6.25,1.14,-0.50];19:09:40.927;6.25;1.14;6.05;1.27;5.92;1.40;-0.13;0.13;-0.33;0.26;0.18;0.42
P2[8.00,2.40,0.00]=2.16;P1[0.00,0.00,0.00]=6.30;P3[13.00,0.00,0.00]=7.14;P8[5.90,10.00,0.00]=8.65;[6.06, 1.37, 0.0];[6.22,1.20,-0.46];19:09:41.027;6.22;1.20;6.06;1.37;5.92;1.40;-0.14;0.03;-0.3;0.2;0.14;0.36
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.26;P3[13.00,0.00,0.00]=7.13;P8[5.90,10.00,0.00]=8.82;[6.05, 1.2, 0.0];[6.23,1.17,-0.47];19:09:41.127;6.23;1.17;6.05;1.2;5.92;1.40;-0.13;0.2;-0.31;0.23;0.24;0.39
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.31;P3[13.00,0.00,0.00]=7.14;P8[5.90,10.00,0.00]=8.74;[6.07, 1.29, 0.0];[6.23,1.18,-0.52];19:09:41.227;6.23;1.18;6.07;1.29;5.92;1.40;-0.15;0.11;-0.31;0.22;0.19;0.38
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.31;P3[13.00,0.00,0.00]=7.09;P8[5.90,10.00,0.00]=8.80;[6.1, 1.22, 0.0];[6.25,1.16,-0.53];19:09:41.327;6.25;1.16;6.1;1.22;5.92;1.40;-0.18;0.18;-0.33;0.24;0.25;0.41
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.27;P3[13.00,0.00,0.00]=7.05;P8[5.90,10.00,0.00]=8.80;[6.1, 1.22, 0.0];[6.25,1.15,-0.55];19:09:41.428;6.25;1.15;6.1;1.22;5.92;1.40;-0.18;0.18;-0.33;0.25;0.25;0.41
P2[8.00,2.40,0.00]=2.20;P1[0.00,0.00,0.00]=6.24;P3[13.00,0.00,0.00]=7.09;P8[5.90,10.00,0.00]=8.63;[6.06, 1.38, 0.0];[6.20,1.21,-0.28];19:09:41.527;6.20;1.21;6.06;1.38;5.92;1.40;-0.14;0.02;-0.28;0.19;0.14;0.34
