Anchor/Range;Anchor/Range;Anchor/Range;Anchor/Range;LS_Estimated
P1[0.00,0.00,0.00]=2.53;P2[8.00,2.40,0.00]=5.62;P3[13.00,0.00,0.00]=10.50;P8[5.90,10.00,0.00]=9.05;[2.56, 1.54, 0.0]
P1[0.00,0.00,0.00]=2.51;P2[8.00,2.40,0.00]=5.64;P3[13.00,0.00,0.00]=10.47;P8[5.90,10.00,0.00]=8.96;[2.59, 1.61, 0.0]
P1[0.00,0.00,0.00]=2.51;P2[8.00,2.40,0.00]=5.62;P3[13.00,0.00,0.00]=10.54;P8[5.90,10.00,0.00]=9.09;[2.53, 1.52, 0.0]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.56;P3[13.00,0.00,0.00]=10.45;P8[5.90,10.00,0.00]=9.17;[2.6, 1.41, 0.0]
P1[0.00,0.00,0.00]=2.53;P2[8.00,2.40,0.00]=5.59;P3[13.00,0.00,0.00]=10.49;P8[5.90,10.00,0.00]=9.07;[2.58, 1.52, 0.0]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.58;P3[13.00,0.00,0.00]=10.45;P8[5.90,10.00,0.00]=9.03;[2.61, 1.54, 0.0]
P1[0.00,0.00,0.00]=2.47;P2[8.00,2.40,0.00]=5.56;P3[13.00,0.00,0.00]=10.47;P8[5.90,10.00,0.00]=9.08;[2.59, 1.5, 0.0]
P1[0.00,0.00,0.00]=2.49;P2[8.00,2.40,0.00]=5.58;P3[13.00,0.00,0.00]=10.48;P8[5.90,10.00,0.00]=9.07;[2.58, 1.51, 0.0]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.56;P3[13.00,0.00,0.00]=10.48;P8[5.90,10.00,0.00]=9.00;[2.59, 1.58, 0.0]
P1[0.00,0.00,0.00]=2.51;P2[8.00,2.40,0.00]=5.57;P3[13.00,0.00,0.00]=10.50;P8[5.90,10.00,0.00]=9.04;[2.57, 1.55, 0.0]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.61;P3[13.00,0.00,0.00]=10.55;P8[5.90,10.00,0.00]=9.08;[2.53, 1.53, 0.0]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.54;P3[13.00,0.00,0.00]=10.46;P8[5.90,10.00,0.00]=9.02;[2.61, 1.55, 0.0]
P1[0.00,0.00,0.00]=2.49;P2[8.00,2.40,0.00]=5.61;P3[13.00,0.00,0.00]=10.57;P8[5.90,10.00,0.00]=9.09;[2.51, 1.53, 0.0]
P1[0.00,0.00,0.00]=2.49;P2[8.00,2.40,0.00]=5.62;P3[13.00,0.00,0.00]=10.45;P8[5.90,10.00,0.00]=9.09;[2.6, 1.48, 0.0]
P1[0.00,0.00,0.00]=2.50;P2[8.00,2.40,0.00]=5.59;P3[13.00,0.00,0.00]=10.49;P8[5.90,10.00,0.00]=9.17;[2.57, 1.42, 0.0]
P1[0.00,0.00,0.00]=2.49;P2[8.00,2.40,0.00]=5.57;P3[13.00,0.00,0.00]=10.51;P8[5.90,10.00,0.00]=8.94;[2.57, 1.65, 0.0]
P1[0.00,0.00,0.00]=2.51;P2[8.00,2.40,0.00]=5.58;P3[13.00,0.00,0.00]=10.50;P8[5.90,10.00,0.00]=9.06;[2.57, 1.53, 0.0]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.61;P3[13.00,0.00,0.00]=10.56;P8[5.90,10.00,0.00]=9.16;[2.51, 1.46, 0.0]
P1[0.00,0.00,0.00]=2.49;P2[8.00,2.40,0.00]=5.65;P3[13.00,0.00,0.00]=10.48;P8[5.90,10.00,0.00]=9.04;[2.57, 1.54, 0.0]
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=5.63;P3[13.00,0.00,0.00]=10.46;P8[5.90,10.00,0.00]=9.14;[2.58, 1.44, 0.0]
P1[0.00,0.00,0.00]=2.51;P2[8.00,2.40,0.00]=5.62;P3[13.00,0.00,0.00]=10.53;P8[5.90,10.00,0.00]=8.94;[2.55, 1.66, 0.0]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.59;P3[13.00,0.00,0.00]=10.54;P8[5.90,10.00,0.00]=9.08;[2.54, 1.53, 0.0]
P1[0.00,0.00,0.00]=2.54;P2[8.00,2.40,0.00]=5.57;P3[13.00,0.00,0.00]=10.55;P8[5.90,10.00,0.00]=8.99;[2.54, 1.62, -0.0]
P1[0.00,0.00,0.00]=2.49;P2[8.00,2.40,0.00]=5.59;P3[13.00,0.00,0.00]=10.50;P8[5.90,10.00,0.00]=9.09;[2.57, 1.5, 0.0]
P1[0.00,0.00,0.00]=2.51;P2[8.00,2.40,0.00]=5.60;P3[13.00,0.00,0.00]=10.59;P8[5.90,10.00,0.00]=9.10;[2.5, 1.53, 0.0]
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=5.60;P3[13.00,0.00,0.00]=10.52;P8[5.90,10.00,0.00]=9.05;[2.55, 1.55, -0.0]
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=5.62;P3[13.00,0.00,0.00]=10.48;P8[5.90,10.00,0.00]=9.01;[2.58, 1.57, 0.0]
P1[0.00,0.00,0.00]=2.50;P2[8.00,2.40,0.00]=5.59;P3[13.00,0.00,0.00]=10.52;P8[5.90,10.00,0.00]=9.08;[2.55, 1.52, 0.0]
P1[0.00,0.00,0.00]=2.53;P2[8.00,2.40,0.00]=5.63;P3[13.00,0.00,0.00]=10.54;P8[5.90,10.00,0.00]=9.09;[2.53, 1.52, 0.0]
P1[0.00,0.00,0.00]=2.49;P2[8.00,2.40,0.00]=5.63;P3[13.00,0.00,0.00]=10.50;P8[5.90,10.00,0.00]=9.16;[2.55, 1.43, 0.0]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.65;P3[13.00,0.00,0.00]=10.42;P8[5.90,10.00,0.00]=9.05;[2.62, 1.51, -0.0]
P1[0.00,0.00,0.00]=2.50;P2[8.00,2.40,0.00]=5.62;P3[13.00,0.00,0.00]=10.53;P8[5.90,10.00,0.00]=9.03;[2.54, 1.57, 0.0]
P1[0.00,0.00,0.00]=2.56;P2[8.00,2.40,0.00]=5.67;P3[13.00,0.00,0.00]=10.51;P8[5.90,10.00,0.00]=9.11;[2.54, 1.49, -0.0]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.61;P3[13.00,0.00,0.00]=10.54;P8[5.90,10.00,0.00]=9.09;[2.53, 1.52, 0.0]
P1[0.00,0.00,0.00]=2.51;P2[8.00,2.40,0.00]=5.64;P3[13.00,0.00,0.00]=10.48;P8[5.90,10.00,0.00]=9.19;[2.57, 1.4, 0.0]
P1[0.00,0.00,0.00]=2.50;P2[8.00,2.40,0.00]=5.59;P3[13.00,0.00,0.00]=10.51;P8[5.90,10.00,0.00]=8.93;[2.57, 1.66, 0.0]
P1[0.00,0.00,0.00]=2.55;P2[8.00,2.40,0.00]=5.60;P3[13.00,0.00,0.00]=10.53;P8[5.90,10.00,0.00]=9.07;[2.54, 1.53, 0.0]
P1[0.00,0.00,0.00]=2.50;P2[8.00,2.40,0.00]=5.64;P3[13.00,0.00,0.00]=10.50;P8[5.90,10.00,0.00]=9.09;[2.56, 1.5, 0.0]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.63;P3[13.00,0.00,0.00]=10.53;P8[5.90,10.00,0.00]=9.11;[2.53, 1.49, 0.0]
P1[0.00,0.00,0.00]=2.51;P2[8.00,2.40,0.00]=5.59;P3[13.00,0.00,0.00]=10.51;P8[5.90,10.00,0.00]=9.05;[2.56, 1.54, 0.0]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.62;P3[13.00,0.00,0.00]=10.47;P8[5.90,10.00,0.00]=9.03;[2.59, 1.55, 0.0]
P1[0.00,0.00,0.00]=2.55;P2[8.00,2.40,0.00]=5.65;P3[13.00,0.00,0.00]=10.41;P8[5.90,10.00,0.00]=9.02;[2.63, 1.53, 0.0]
P1[0.00,0.00,0.00]=2.53;P2[8.00,2.40,0.00]=5.62;P3[13.00,0.00,0.00]=10.53;P8[5.90,10.00,0.00]=9.19;[2.53, 1.42, 0.0]
P1[0.00,0.00,0.00]=2.51;P2[8.00,2.40,0.00]=5.63;P3[13.00,0.00,0.00]=10.47;P8[5.90,10.00,0.00]=8.99;[2.59, 1.59, -0.0]
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=5.61;P3[13.00,0.00,0.00]=10.54;P8[5.90,10.00,0.00]=9.09;[2.53, 1.52, 0.0]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.65;P3[13.00,0.00,0.00]=10.57;P8[5.90,10.00,0.00]=9.03;[2.51, 1.59, 0.0]
P1[0.00,0.00,0.00]=2.50;P2[8.00,2.40,0.00]=5.62;P3[13.00,0.00,0.00]=10.56;P8[5.90,10.00,0.00]=9.02;[2.52, 1.59, 0.0]
P1[0.00,0.00,0.00]=2.54;P2[8.00,2.40,0.00]=5.64;P3[13.00,0.00,0.00]=10.49;P8[5.90,10.00,0.00]=9.13;[2.56, 1.46, 0.0]
P1[0.00,0.00,0.00]=2.51;P2[8.00,2.40,0.00]=5.64;P3[13.00,0.00,0.00]=10.46;P8[5.90,10.00,0.00]=9.07;[2.59, 1.5, 0.0]
P1[0.00,0.00,0.00]=2.50;P2[8.00,2.40,0.00]=5.65;P3[13.00,0.00,0.00]=10.52;P8[5.90,10.00,0.00]=9.15;[2.54, 1.45, 0.0]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.61;P3[13.00,0.00,0.00]=10.49;P8[5.90,10.00,0.00]=8.93;[2.58, 1.65, 0.0]
P1[0.00,0.00,0.00]=2.49;P2[8.00,2.40,0.00]=5.64;P3[13.00,0.00,0.00]=10.50;P8[5.90,10.00,0.00]=8.91;[2.57, 1.67, 0.0]
P2[8.00,2.40,0.00]=5.60;P3[13.00,0.00,0.00]=10.50;P8[5.90,10.00,0.00]=9.13;null;[2.58, 1.48, 0.0]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.64;P3[13.00,0.00,0.00]=10.53;P8[5.90,10.00,0.00]=9.10;[2.53, 1.5, 0.0]
P1[0.00,0.00,0.00]=2.51;P2[8.00,2.40,0.00]=5.64;P3[13.00,0.00,0.00]=10.56;P8[5.90,10.00,0.00]=9.10;[2.51, 1.52, 0.0]
P1[0.00,0.00,0.00]=2.51;P2[8.00,2.40,0.00]=5.64;P3[13.00,0.00,0.00]=10.52;P8[5.90,10.00,0.00]=8.97;[2.55, 1.62, 0.0]
P1[0.00,0.00,0.00]=2.49;P2[8.00,2.40,0.00]=5.64;P3[13.00,0.00,0.00]=10.56;P8[5.90,10.00,0.00]=9.03;[2.51, 1.58, 0.0]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.63;P3[13.00,0.00,0.00]=10.50;P8[5.90,10.00,0.00]=9.20;[2.55, 1.4, 0.0]
P1[0.00,0.00,0.00]=2.49;P2[8.00,2.40,0.00]=5.65;P3[13.00,0.00,0.00]=10.54;P8[5.90,10.00,0.00]=9.08;[2.52, 1.53, 0.0]
P1[0.00,0.00,0.00]=2.49;P2[8.00,2.40,0.00]=5.57;P3[13.00,0.00,0.00]=10.49;P8[5.90,10.00,0.00]=9.15;[2.57, 1.44, 0.0]
P1[0.00,0.00,0.00]=2.50;P2[8.00,2.40,0.00]=5.62;P3[13.00,0.00,0.00]=10.52;P8[5.90,10.00,0.00]=9.01;[2.55, 1.59, 0.0]
P1[0.00,0.00,0.00]=2.49;P2[8.00,2.40,0.00]=5.61;P3[13.00,0.00,0.00]=10.50;P8[5.90,10.00,0.00]=9.00;[2.57, 1.59, 0.0]
P1[0.00,0.00,0.00]=2.51;P2[8.00,2.40,0.00]=5.64;P3[13.00,0.00,0.00]=10.51;P8[5.90,10.00,0.00]=9.11;[2.55, 1.49, 0.0]
P1[0.00,0.00,0.00]=2.43;P2[8.00,2.40,0.00]=5.61;P3[13.00,0.00,0.00]=10.55;P8[5.90,10.00,0.00]=9.14;[2.52, 1.47, 0.0]
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=5.61;P3[13.00,0.00,0.00]=10.51;P8[5.90,10.00,0.00]=9.07;[2.55, 1.52, 0.0]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.66;P3[13.00,0.00,0.00]=10.50;P8[5.90,10.00,0.00]=9.06;[2.55, 1.53, 0.0]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.60;P3[13.00,0.00,0.00]=10.46;P8[5.90,10.00,0.00]=9.07;[2.6, 1.51, 0.0]
P1[0.00,0.00,0.00]=2.51;P2[8.00,2.40,0.00]=5.61;P3[13.00,0.00,0.00]=10.56;P8[5.90,10.00,0.00]=9.07;[2.52, 1.55, 0.0]
P1[0.00,0.00,0.00]=2.50;P2[8.00,2.40,0.00]=5.65;P3[13.00,0.00,0.00]=10.49;P8[5.90,10.00,0.00]=9.14;[2.56, 1.45, 0.0]
P1[0.00,0.00,0.00]=2.53;P2[8.00,2.40,0.00]=5.57;P3[13.00,0.00,0.00]=10.46;P8[5.90,10.00,0.00]=9.05;[2.6, 1.53, 0.0]
P1[0.00,0.00,0.00]=2.51;P2[8.00,2.40,0.00]=5.60;P3[13.00,0.00,0.00]=10.50;P8[5.90,10.00,0.00]=9.02;[2.57, 1.57, 0.0]
P1[0.00,0.00,0.00]=2.49;P2[8.00,2.40,0.00]=5.64;P3[13.00,0.00,0.00]=10.51;P8[5.90,10.00,0.00]=9.05;[2.55, 1.54, 0.0]
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=5.58;P3[13.00,0.00,0.00]=10.47;P8[5.90,10.00,0.00]=8.98;[2.6, 1.59, -0.0]
P1[0.00,0.00,0.00]=2.51;P2[8.00,2.40,0.00]=5.62;P3[13.00,0.00,0.00]=10.57;P8[5.90,10.00,0.00]=9.03;[2.51, 1.59, 0.0]
P1[0.00,0.00,0.00]=2.46;P2[8.00,2.40,0.00]=5.61;P3[13.00,0.00,0.00]=10.54;P8[5.90,10.00,0.00]=9.10;[2.53, 1.51, 0.0]
P1[0.00,0.00,0.00]=2.51;P2[8.00,2.40,0.00]=5.63;P3[13.00,0.00,0.00]=10.49;P8[5.90,10.00,0.00]=8.91;[2.58, 1.67, 0.0]
P1[0.00,0.00,0.00]=2.50;P2[8.00,2.40,0.00]=5.60;P3[13.00,0.00,0.00]=10.51;P8[5.90,10.00,0.00]=8.97;[2.56, 1.62, 0.0]
P1[0.00,0.00,0.00]=2.53;P2[8.00,2.40,0.00]=5.62;P3[13.00,0.00,0.00]=10.54;P8[5.90,10.00,0.00]=9.19;[2.52, 1.42, 0.0]
P1[0.00,0.00,0.00]=2.46;P2[8.00,2.40,0.00]=5.59;P3[13.00,0.00,0.00]=10.56;P8[5.90,10.00,0.00]=9.13;[2.52, 1.49, 0.0]
P1[0.00,0.00,0.00]=2.54;P2[8.00,2.40,0.00]=5.61;P3[13.00,0.00,0.00]=10.52;P8[5.90,10.00,0.00]=8.98;[2.56, 1.62, 0.0]
P1[0.00,0.00,0.00]=2.46;P2[8.00,2.40,0.00]=5.65;P3[13.00,0.00,0.00]=10.52;P8[5.90,10.00,0.00]=8.98;[2.55, 1.61, 0.0]
P1[0.00,0.00,0.00]=2.47;P2[8.00,2.40,0.00]=5.65;P3[13.00,0.00,0.00]=10.47;P8[5.90,10.00,0.00]=8.94;[2.59, 1.63, 0.0]
P1[0.00,0.00,0.00]=2.50;P2[8.00,2.40,0.00]=5.67;P3[13.00,0.00,0.00]=10.61;P8[5.90,10.00,0.00]=9.12;[2.47, 1.52, 0.0]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.58;P3[13.00,0.00,0.00]=10.56;P8[5.90,10.00,0.00]=9.14;[2.52, 1.48, 0.0]
P1[0.00,0.00,0.00]=2.51;P2[8.00,2.40,0.00]=5.64;P3[13.00,0.00,0.00]=10.56;P8[5.90,10.00,0.00]=9.15;[2.51, 1.47, 0.0]
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=5.71;P3[13.00,0.00,0.00]=10.55;P8[5.90,10.00,0.00]=9.04;[2.51, 1.57, 0.0]
P1[0.00,0.00,0.00]=2.47;P2[8.00,2.40,0.00]=5.67;P3[13.00,0.00,0.00]=10.55;P8[5.90,10.00,0.00]=9.05;[2.51, 1.56, 0.0]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.67;P3[13.00,0.00,0.00]=10.53;P8[5.90,10.00,0.00]=9.11;[2.53, 1.49, 0.0]
P1[0.00,0.00,0.00]=2.54;P2[8.00,2.40,0.00]=5.60;P3[13.00,0.00,0.00]=10.58;P8[5.90,10.00,0.00]=9.11;[2.5, 1.52, -0.0]
P1[0.00,0.00,0.00]=2.50;P2[8.00,2.40,0.00]=5.62;P3[13.00,0.00,0.00]=10.54;P8[5.90,10.00,0.00]=9.15;[2.53, 1.46, 0.0]
P1[0.00,0.00,0.00]=2.53;P2[8.00,2.40,0.00]=5.65;P3[13.00,0.00,0.00]=10.53;P8[5.90,10.00,0.00]=9.13;[2.53, 1.48, 0.0]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.66;P3[13.00,0.00,0.00]=10.58;P8[5.90,10.00,0.00]=9.05;[2.5, 1.57, 0.0]
P1[0.00,0.00,0.00]=2.51;P2[8.00,2.40,0.00]=5.63;P3[13.00,0.00,0.00]=10.51;P8[5.90,10.00,0.00]=9.09;[2.55, 1.51, 0.0]
P1[0.00,0.00,0.00]=2.49;P2[8.00,2.40,0.00]=5.68;P3[13.00,0.00,0.00]=10.48;P8[5.90,10.00,0.00]=9.08;[2.56, 1.5, 0.0]
P1[0.00,0.00,0.00]=2.49;P2[8.00,2.40,0.00]=5.74;P3[13.00,0.00,0.00]=10.49;P8[5.90,10.00,0.00]=9.12;[2.54, 1.47, 0.0]
P1[0.00,0.00,0.00]=2.55;P2[8.00,2.40,0.00]=5.74;P3[13.00,0.00,0.00]=10.48;P8[5.90,10.00,0.00]=9.09;[2.55, 1.49, 0.0]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.75;P3[13.00,0.00,0.00]=10.52;P8[5.90,10.00,0.00]=9.01;[2.53, 1.59, 0.0]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.74;P3[13.00,0.00,0.00]=10.51;P8[5.90,10.00,0.00]=9.11;[2.53, 1.49, 0.0]
P1[0.00,0.00,0.00]=2.50;P2[8.00,2.40,0.00]=5.82;P3[13.00,0.00,0.00]=10.50;P8[5.90,10.00,0.00]=9.17;[2.52, 1.42, 0.0]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.92;P3[13.00,0.00,0.00]=10.49;P8[5.90,10.00,0.00]=9.16;[2.5, 1.43, 0.0]
P1[0.00,0.00,0.00]=2.44;P2[8.00,2.40,0.00]=5.87;P3[13.00,0.00,0.00]=10.39;P8[5.90,10.00,0.00]=8.96;[2.6, 1.58, 0.0]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.85;P3[13.00,0.00,0.00]=10.43;P8[5.90,10.00,0.00]=9.07;[2.57, 1.49, 0.0]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.90;P3[13.00,0.00,0.00]=10.46;P8[5.90,10.00,0.00]=9.19;[2.53, 1.39, 0.0]
P1[0.00,0.00,0.00]=2.47;P2[8.00,2.40,0.00]=5.94;P3[13.00,0.00,0.00]=10.46;P8[5.90,10.00,0.00]=9.21;[2.52, 1.36, 0.0]
P1[0.00,0.00,0.00]=2.45;P2[8.00,2.40,0.00]=5.88;P3[13.00,0.00,0.00]=10.45;P8[5.90,10.00,0.00]=9.19;[2.54, 1.38, -0.0]
P1[0.00,0.00,0.00]=2.50;P2[8.00,2.40,0.00]=5.85;P3[13.00,0.00,0.00]=10.46;P8[5.90,10.00,0.00]=9.02;[2.55, 1.55, 0.0]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.87;P3[13.00,0.00,0.00]=10.45;P8[5.90,10.00,0.00]=9.03;[2.55, 1.54, 0.0]
P1[0.00,0.00,0.00]=2.51;P2[8.00,2.40,0.00]=5.87;P3[13.00,0.00,0.00]=10.46;P8[5.90,10.00,0.00]=9.12;[2.54, 1.45, 0.0]
P1[0.00,0.00,0.00]=2.45;P2[8.00,2.40,0.00]=5.82;P3[13.00,0.00,0.00]=10.47;P8[5.90,10.00,0.00]=9.11;[2.54, 1.47, 0.0]
P1[0.00,0.00,0.00]=2.47;P2[8.00,2.40,0.00]=5.86;P3[13.00,0.00,0.00]=10.47;P8[5.90,10.00,0.00]=9.10;[2.53, 1.48, -0.0]
P1[0.00,0.00,0.00]=2.50;P2[8.00,2.40,0.00]=5.81;P3[13.00,0.00,0.00]=10.42;P8[5.90,10.00,0.00]=8.99;[2.59, 1.56, 0.0]
P1[0.00,0.00,0.00]=2.53;P2[8.00,2.40,0.00]=5.85;P3[13.00,0.00,0.00]=10.50;P8[5.90,10.00,0.00]=9.15;[2.51, 1.44, 0.0]
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=5.80;P3[13.00,0.00,0.00]=10.46;P8[5.90,10.00,0.00]=9.19;[2.55, 1.39, -0.0]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.88;P3[13.00,0.00,0.00]=10.47;P8[5.90,10.00,0.00]=9.17;[2.53, 1.41, 0.0]
P1[0.00,0.00,0.00]=2.46;P2[8.00,2.40,0.00]=5.81;P3[13.00,0.00,0.00]=10.52;P8[5.90,10.00,0.00]=9.22;[2.5, 1.38, 0.0]
P1[0.00,0.00,0.00]=2.50;P2[8.00,2.40,0.00]=5.83;P3[13.00,0.00,0.00]=10.46;P8[5.90,10.00,0.00]=9.08;[2.55, 1.49, 0.0]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.89;P3[13.00,0.00,0.00]=10.54;P8[5.90,10.00,0.00]=9.12;[2.48, 1.49, 0.0]
P1[0.00,0.00,0.00]=2.46;P2[8.00,2.40,0.00]=5.92;P3[13.00,0.00,0.00]=10.53;P8[5.90,10.00,0.00]=9.20;[2.47, 1.4, 0.0]
P1[0.00,0.00,0.00]=2.46;P2[8.00,2.40,0.00]=5.87;P3[13.00,0.00,0.00]=10.50;P8[5.90,10.00,0.00]=9.08;[2.51, 1.51, 0.0]
P1[0.00,0.00,0.00]=2.53;P2[8.00,2.40,0.00]=5.93;P3[13.00,0.00,0.00]=10.49;P8[5.90,10.00,0.00]=9.07;[2.51, 1.51, 0.0]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.92;P3[13.00,0.00,0.00]=10.51;P8[5.90,10.00,0.00]=9.19;[2.49, 1.41, -0.0]
P1[0.00,0.00,0.00]=2.54;P2[8.00,2.40,0.00]=5.95;P3[13.00,0.00,0.00]=10.40;P8[5.90,10.00,0.00]=8.96;[2.58, 1.58, 0.0]
P1[0.00,0.00,0.00]=2.46;P2[8.00,2.40,0.00]=5.99;P3[13.00,0.00,0.00]=10.48;P8[5.90,10.00,0.00]=9.17;[2.5, 1.41, -0.0]
P1[0.00,0.00,0.00]=2.42;P2[8.00,2.40,0.00]=5.99;P3[13.00,0.00,0.00]=10.48;P8[5.90,10.00,0.00]=9.06;[2.5, 1.51, 0.0]
P1[0.00,0.00,0.00]=2.43;P2[8.00,2.40,0.00]=5.91;P3[13.00,0.00,0.00]=10.46;P8[5.90,10.00,0.00]=9.17;[2.53, 1.4, 0.0]
P1[0.00,0.00,0.00]=2.47;P2[8.00,2.40,0.00]=5.95;P3[13.00,0.00,0.00]=10.44;P8[5.90,10.00,0.00]=9.13;[2.54, 1.43, 0.0]
P1[0.00,0.00,0.00]=2.49;P2[8.00,2.40,0.00]=6.02;P3[13.00,0.00,0.00]=10.48;P8[5.90,10.00,0.00]=9.13;[2.49, 1.45, -0.0]
P1[0.00,0.00,0.00]=2.45;P2[8.00,2.40,0.00]=6.01;P3[13.00,0.00,0.00]=10.47;P8[5.90,10.00,0.00]=9.22;[2.5, 1.36, 0.0]
P1[0.00,0.00,0.00]=2.44;P2[8.00,2.40,0.00]=5.95;P3[13.00,0.00,0.00]=10.45;P8[5.90,10.00,0.00]=9.04;[2.53, 1.52, 0.0]
P1[0.00,0.00,0.00]=2.47;P2[8.00,2.40,0.00]=5.91;P3[13.00,0.00,0.00]=10.48;P8[5.90,10.00,0.00]=9.26;[2.51, 1.32, 0.0]
P1[0.00,0.00,0.00]=2.46;P2[8.00,2.40,0.00]=5.93;P3[13.00,0.00,0.00]=10.51;P8[5.90,10.00,0.00]=9.07;[2.49, 1.52, 0.0]
P1[0.00,0.00,0.00]=2.47;P2[8.00,2.40,0.00]=5.95;P3[13.00,0.00,0.00]=10.39;P8[5.90,10.00,0.00]=9.11;[2.57, 1.43, 0.0]
P1[0.00,0.00,0.00]=2.50;P2[8.00,2.40,0.00]=5.98;P3[13.00,0.00,0.00]=10.48;P8[5.90,10.00,0.00]=9.25;[2.49, 1.33, 0.0]
P1[0.00,0.00,0.00]=2.47;P2[8.00,2.40,0.00]=5.97;P3[13.00,0.00,0.00]=10.46;P8[5.90,10.00,0.00]=9.13;[2.52, 1.44, 0.0]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.90;P3[13.00,0.00,0.00]=10.46;P8[5.90,10.00,0.00]=9.26;[2.53, 1.32, 0.0]
P1[0.00,0.00,0.00]=2.41;P2[8.00,2.40,0.00]=5.95;P3[13.00,0.00,0.00]=10.56;P8[5.90,10.00,0.00]=9.07;[2.45, 1.54, 0.0]
P1[0.00,0.00,0.00]=2.50;P2[8.00,2.40,0.00]=6.02;P3[13.00,0.00,0.00]=10.45;P8[5.90,10.00,0.00]=9.05;[2.52, 1.52, 0.0]
P1[0.00,0.00,0.00]=2.47;P2[8.00,2.40,0.00]=5.97;P3[13.00,0.00,0.00]=10.43;P8[5.90,10.00,0.00]=9.23;[2.53, 1.33, 0.0]
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=6.00;P3[13.00,0.00,0.00]=10.43;P8[5.90,10.00,0.00]=9.11;[2.53, 1.45, 0.0]
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=5.97;P3[13.00,0.00,0.00]=10.44;P8[5.90,10.00,0.00]=9.20;[2.53, 1.37, -0.0]
P1[0.00,0.00,0.00]=2.44;P2[8.00,2.40,0.00]=6.04;P3[13.00,0.00,0.00]=10.50;P8[5.90,10.00,0.00]=9.09;[2.47, 1.49, 0.0]
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=6.00;P3[13.00,0.00,0.00]=10.42;P8[5.90,10.00,0.00]=9.03;[2.55, 1.52, 0.0]
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=6.00;P3[13.00,0.00,0.00]=10.44;P8[5.90,10.00,0.00]=9.14;[2.53, 1.42, 0.0]
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=5.96;P3[13.00,0.00,0.00]=10.55;P8[5.90,10.00,0.00]=9.17;[2.45, 1.44, -0.0]
P1[0.00,0.00,0.00]=2.42;P2[8.00,2.40,0.00]=5.90;P3[13.00,0.00,0.00]=10.47;P8[5.90,10.00,0.00]=9.14;[2.52, 1.43, -0.0]
